# profile=agv-01 K_RATIO=11.3 KD=0.94 KI=0.0 TAU_D=0.05 AUTO_RPM=1200.0 zeta=0.294 6083h=2000 6084h=3000 sw_ramp=1000.0 DRY_RUN=False
t,dt,state,e_mm,e_used,p,i,d,omega_cmd,speed_red,v_base,n_l,n_r,sat_scale,rpm_l,rpm_r,has_track,n_tracks,guard,sw_l,sw_r,loop_ms,branch
2.9803,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,2.4176,1200.0000,1197.5559,1197.6090,1.0000,1186,1192,1,1,,1847,1847,20.1246,straight
3.0004,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,2.0797,1200.0000,1197.9014,1197.9393,1.0000,1186,1192,1,1,,1847,1847,20.0633,straight
3.0235,0.0231,run,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,1.7503,1200.0000,1198.2368,1198.2627,1.0000,1195,1197,1,1,,1847,1847,23.1125,straight
3.0436,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,1.5034,1200.0000,1198.4874,1198.5059,1.0000,1195,1197,1,1,,1847,1847,20.0895,straight
3.0635,0.0200,run,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,1.2918,1200.0000,1198.7016,1198.7148,1.0000,1195,1197,1,1,,1847,1847,19.9699,straight
3.0836,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,1.1084,1200.0000,1198.8869,1198.8963,1.0000,1195,1197,1,1,,1847,1847,20.1221,straight
3.1039,0.0202,run,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.9500,1200.0000,1199.0467,1199.0534,1.0000,1195,1197,1,1,,1847,1847,20.2351,straight
3.1239,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,0.8149,1200.0000,1199.1827,1199.1875,1.0000,1195,1197,1,1,,1847,1847,20.0709,straight
3.1439,0.0200,run,-1.0000,1.0000,-0.0043,0.0000,-0.0134,0.0177,6.5824,1200.0000,1179.7385,1207.0966,1.0000,1195,1197,1,1,,1847,1847,20.0312,straight
3.1641,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0038,-0.0038,6.9546,1200.0000,1196.0099,1190.0808,1.0000,1195,1197,1,1,,1847,1847,20.1236,straight
3.1842,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0027,-0.0027,6.8957,1200.0000,1195.2190,1190.9895,1.0000,1195,1197,1,1,,1847,1847,20.0928,straight
3.2042,0.0200,run,-0.0000,0.0000,-0.0000,0.0000,0.0020,-0.0020,6.5776,1200.0000,1194.9322,1191.9127,1.0000,1195,1197,1,1,,1847,1847,20.0367,straight
3.2277,0.0235,run,-0.0000,0.0000,-0.0000,0.0000,0.0013,-0.0013,6.0208,1200.0000,1195.0062,1192.9522,1.0000,1199,1189,1,1,,1847,1847,23.5030,straight
3.2478,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0009,-0.0009,5.4831,1200.0000,1195.2497,1193.7840,1.0000,1199,1189,1,1,,1847,1847,20.0673,straight
3.2679,0.0201,run,-1.0000,1.0000,-0.0043,0.0000,-0.0127,0.0170,10.3548,1200.0000,1176.4952,1202.7952,1.0000,1199,1189,1,1,,1847,1847,20.0607,straight
3.2878,0.0200,run,-1.0000,1.0000,-0.0043,0.0000,-0.0091,0.0134,13.2733,1200.0000,1176.3926,1197.0608,1.0000,1199,1189,1,1,,1847,1847,20.0018,straight
3.3081,0.0202,run,-1.0000,1.0000,-0.0043,0.0000,-0.0065,0.0107,14.8947,1200.0000,1176.8000,1193.4106,1.0000,1199,1189,1,1,,1847,1847,20.2466,straight
3.3283,0.0201,run,-1.0000,1.0000,-0.0043,0.0000,-0.0046,0.0089,15.6358,1200.0000,1177.4969,1191.2315,1.0000,1199,1189,1,1,,1847,1847,20.1281,straight
3.3483,0.0201,run,-1.0000,1.0000,-0.0043,0.0000,-0.0033,0.0076,15.8153,1200.0000,1178.3403,1190.0291,1.0000,1199,1189,1,1,,1847,1847,20.0609,straight
3.3683,0.0200,run,-1.0000,1.0000,-0.0043,0.0000,-0.0024,0.0066,15.6465,1200.0000,1179.2377,1189.4693,1.0000,1199,1189,1,1,,1847,1847,20.0094,straight
3.3884,0.0201,run,-1.0000,1.0000,-0.0043,0.0000,-0.0017,0.0059,15.2699,1200.0000,1180.1361,1189.3241,1.0000,1199,1189,1,1,,1847,1847,20.0854,straight
3.4084,0.0201,run,-1.0000,1.0000,-0.0043,-0.0000,-0.0012,0.0055,14.7825,1200.0000,1180.9955,1189.4395,1.0000,1199,1189,1,1,,1847,1847,20.0692,straight
3.4309,0.0225,run,-0.0000,0.0000,-0.0000,-0.0000,0.0121,-0.0121,17.0358,1200.0000,1192.3565,1173.5719,1.0000,1175,1192,1,1,,1847,1847,22.4784,straight
3.4509,0.0200,run,-0.0000,0.0000,-0.0000,-0.0000,0.0087,-0.0087,17.5676,1200.0000,1189.1395,1175.7254,1.0000,1175,1192,1,1,,1847,1847,20.0181,straight
3.4711,0.0201,run,-0.0000,0.0000,-0.0000,-0.0000,0.0062,-0.0062,17.1696,1200.0000,1187.6121,1178.0487,1.0000,1175,1192,1,1,,1847,1847,20.1326,straight
3.4910,0.0200,run,-0.0000,0.0000,-0.0000,-0.0000,0.0044,-0.0044,16.2286,1200.0000,1187.1884,1180.3544,1.0000,1175,1192,1,1,,1847,1847,19.9691,straight
3.5113,0.0202,run,-0.0000,0.0000,-0.0000,-0.0000,0.0031,-0.0031,14.9742,1200.0000,1187.4589,1182.5928,1.0000,1175,1192,1,1,,1847,1847,20.2199,straight
3.5314,0.0201,run,-0.0000,0.0000,-0.0000,-0.0000,0.0022,-0.0022,13.5938,1200.0000,1188.1407,1184.6716,1.0000,1175,1192,1,1,,1847,1847,20.1355,straight
3.5515,0.0201,run,-0.0000,0.0000,-0.0000,-0.0000,0.0016,-0.0016,12.1932,1200.0000,1189.0441,1186.5695,1.0000,1175,1192,1,1,,1847,1847,20.0947,straight
3.5716,0.0200,run,-0.0000,0.0000,-0.0000,-0.0000,0.0011,-0.0011,10.8396,1200.0000,1190.0437,1188.2771,1.0000,1175,1192,1,1,,1847,1847,20.0386,straight
3.5917,0.0202,run,-0.0000,0.0000,-0.0000,-0.0000,0.0008,-0.0008,9.5612,1200.0000,1191.0684,1189.8093,1.0000,1175,1192,1,1,,1847,1847,20.1508,straight
3.6118,0.0201,run,-0.0000,0.0000,-0.0000,-0.0000,0.0006,-0.0006,8.3893,1200.0000,1192.0598,1191.1616,1.0000,1175,1192,1,1,,1847,1847,20.0900,straight
3.6335,0.0217,run,-0.0000,0.0000,-0.0000,-0.0000,0.0004,-0.0004,7.2549,1200.0000,1193.0585,1192.4318,1.0000,1190,1192,1,1,,1847,1847,21.6603,straight
3.6534,0.0200,run,-0.0000,0.0000,-0.0000,-0.0000,0.0003,-0.0003,6.3173,1200.0000,1193.9066,1193.4589,1.0000,1190,1192,1,1,,1847,1847,20.0032,straight
3.6735,0.0201,run,-0.0000,0.0000,-0.0000,-0.0000,0.0002,-0.0002,5.4823,1200.0000,1194.6774,1194.3580,1.0000,1190,1192,1,1,,1847,1847,20.0871,straight
3.6937,0.0202,run,-0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0001,4.7442,1200.0000,1195.3696,1195.1420,1.0000,1190,1192,1,1,,1847,1847,20.1667,straight
3.7138,0.0201,run,-0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0001,4.0989,1200.0000,1195.9822,1195.8200,1.0000,1190,1192,1,1,,1847,1847,20.1237,straight
3.7340,0.0201,run,-0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0001,3.5366,1200.0000,1196.5213,1196.4055,1.0000,1190,1192,1,1,,1847,1847,20.0975,straight
3.7544,0.0204,run,-0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0001,3.0408,1200.0000,1197.0003,1196.9181,1.0000,1190,1192,1,1,,1847,1847,20.4200,straight
3.7744,0.0200,run,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,2.6185,1200.0000,1197.4108,1197.3522,1.0000,1190,1192,1,1,,1847,1847,20.0472,straight
3.7944,0.0200,run,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,2.2541,1200.0000,1197.7668,1197.7249,1.0000,1190,1192,1,1,,1847,1847,19.9715,straight
3.8145,0.0202,run,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,1.9366,1200.0000,1198.0783,1198.0484,1.0000,1190,1192,1,1,,1847,1847,20.1536,straight
3.8375,0.0229,run,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,1.6309,1200.0000,1198.3793,1198.3589,1.0000,1192,1196,1,1,,1847,1847,22.9414,straight
3.8575,0.0200,run,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,1.4009,1200.0000,1198.6064,1198.5918,1.0000,1192,1196,1,1,,1847,1847,20.0278,straight
3.8777,0.0202,run,1.0000,-1.0000,0.0043,0.0000,0.0134,-0.0177,7.1107,1200.0000,1206.5513,1179.2272,1.0000,1192,1196,1,1,,1847,1847,20.1699,straight
3.8977,0.0200,run,1.0000,-1.0000,0.0043,0.0000,0.0096,-0.0138,10.6578,1200.0000,1200.0387,1178.6458,1.0000,1192,1196,1,1,,1847,1847,20.0341,straight
3.9178,0.0201,run,1.0000,-1.0000,0.0043,0.0000,0.0068,-0.0111,12.7656,1200.0000,1195.8062,1178.6627,1.0000,1192,1196,1,1,,1847,1847,20.1329,straight
3.9380,0.0201,run,1.0000,-1.0000,0.0043,0.0000,0.0049,-0.0091,13.8968,1200.0000,1193.1609,1179.0455,1.0000,1192,1196,1,1,,1847,1847,20.1198,straight
3.9580,0.0201,run,1.0000,-1.0000,0.0043,0.0000,0.0035,-0.0077,14.3857,1200.0000,1191.5939,1179.6348,1.0000,1192,1196,1,1,,1847,1847,20.0810,straight
3.9780,0.0200,run,1.0000,-1.0000,0.0043,0.0000,0.0025,-0.0067,14.4639,1200.0000,1190.7483,1180.3240,1.0000,1192,1196,1,1,,1847,1847,20.0155,straight
3.9981,0.0201,run,1.0000,-1.0000,0.0043,0.0000,0.0018,-0.0060,14.2872,1200.0000,1190.3755,1181.0501,1.0000,1192,1196,1,1,,1847,1847,20.0872,straight
4.0181,0.0200,run,1.0000,-1.0000,0.0043,0.0000,0.0013,-0.0055,13.9630,1200.0000,1190.3084,1181.7655,1.0000,1192,1196,1,1,,1847,1847,20.0374,straight
4.0410,0.0228,run,1.0000,-1.0000,0.0043,0.0000,0.0009,-0.0051,13.5019,1200.0000,1190.4637,1182.5324,1.0000,1193,1179,1,1,,1847,1847,22.7997,straight
4.0610,0.0200,run,1.0000,-1.0000,0.0043,0.0000,0.0006,-0.0049,13.0697,1200.0000,1190.7041,1183.1566,1.0000,1193,1179,1,1,,1847,1847,20.0419,straight
4.0810,0.0201,run,1.0000,-1.0000,0.0043,0.0000,0.0004,-0.0047,12.6384,1200.0000,1190.9984,1183.7249,1.0000,1193,1179,1,1,,1847,1847,20.0512,straight
4.1012,0.0201,run,1.0000,-1.0000,0.0043,0.0000,0.0003,-0.0046,12.2243,1200.0000,1191.3144,1184.2369,1.0000,1193,1179,1,1,,1847,1847,20.1135,straight
4.1215,0.0203,run,1.0000,-1.0000,0.0043,0.0000,0.0002,-0.0045,11.8352,1200.0000,1191.6331,1184.6964,1.0000,1193,1179,1,1,,1847,1847,20.3092,straight
4.1416,0.0201,run,1.0000,-1.0000,0.0043,0.0000,0.0002,-0.0044,11.4833,1200.0000,1191.9354,1185.0981,1.0000,1193,1179,1,1,,1847,1847,20.1046,straight
4.1617,0.0201,run,1.0000,-1.0000,0.0043,0.0000,0.0001,-0.0044,11.1663,1200.0000,1192.2170,1185.4505,1.0000,1193,1179,1,1,,1847,1847,20.0891,straight
4.1817,0.0200,run,1.0000,-1.0000,0.0043,0.0000,0.0001,-0.0043,10.8841,1200.0000,1192.4739,1185.7579,1.0000,1193,1179,1,1,,1847,1847,20.0447,straight
4.2017,0.0200,run,2.0000,-2.0000,0.0085,0.0000,0.0135,-0.0220,16.5202,1200.0000,1200.4951,1166.4644,1.0000,1193,1179,1,1,,1847,1847,20.0449,straight
4.2216,0.0200,run,1.0000,-1.0000,0.0043,0.0000,-0.0038,-0.0005,16.7457,1200.0000,1183.6096,1182.8991,1.0000,1193,1179,1,1,,1847,1847,20.0135,straight
4.2526,0.0307,run,1.0000,-1.0000,0.0043,0.0000,-0.0024,-0.0019,16.3147,1200.0000,1185.1600,1182.2105,1.0000,1192,1182,1,1,,1847,1847,30.7497,straight
4.2726,0.0200,run,1.0000,-1.0000,0.0043,0.0000,-0.0017,-0.0026,15.8445,1200.0000,1186.1505,1182.1606,1.0000,1192,1182,1,1,,1847,1847,20.0042,straight
4.2928,0.0202,run,1.0000,-1.0000,0.0043,0.0000,-0.0012,-0.0031,15.2718,1200.0000,1187.0970,1182.3594,1.0000,1192,1182,1,1,,1847,1847,20.1792,straight
4.3128,0.0200,run,1.0000,-1.0000,0.0043,0.0000,-0.0009,-0.0034,14.6677,1200.0000,1187.9659,1182.6986,1.0000,1192,1182,1,1,,1847,1847,20.0197,straight
4.3330,0.0203,run,1.0000,-1.0000,0.0043,0.0000,-0.0006,-0.0037,14.0592,1200.0000,1188.7652,1183.1164,1.0000,1192,1182,1,1,,1847,1847,20.2684,straight
4.3531,0.0201,run,1.0000,-1.0000,0.0043,0.0000,-0.0004,-0.0038,13.4828,1200.0000,1189.4765,1183.5579,1.0000,1192,1182,1,1,,1847,1847,20.0848,straight
4.3728,0.0199,run,1.0000,-1.0000,0.0043,0.0000,-0.0003,-0.0039,12.9516,1200.0000,1190.1032,1183.9936,1.0000,1192,1182,1,1,,1847,1847,19.8723,straight
4.3933,0.0203,run,1.0000,-1.0000,0.0043,0.0000,-0.0002,-0.0040,12.4561,1200.0000,1190.6681,1184.4197,1.0000,1192,1182,1,1,,1847,1847,20.3124,straight
4.4132,0.0200,run,1.0000,-1.0000,0.0043,0.0000,-0.0002,-0.0041,12.0168,1200.0000,1191.1562,1184.8102,1.0000,1192,1182,1,1,,1847,1847,19.9769,straight
4.4335,0.0202,run,1.0000,-1.0000,0.0043,0.0000,-0.0001,-0.0041,11.6208,1200.0000,1191.5874,1185.1711,1.0000,1192,1182,1,1,,1847,1847,20.2071,straight
4.4568,0.0233,run,1.0000,-1.0000,0.0043,0.0000,-0.0001,-0.0042,11.2240,1200.0000,1192.0118,1185.5402,1.0000,1190,1183,1,1,,1847,1847,23.3326,straight
4.4768,0.0201,run,1.0000,-1.0000,0.0043,0.0000,-0.0001,-0.0042,10.9240,1200.0000,1192.3287,1185.8232,1.0000,1190,1183,1,1,,1847,1847,20.0746,straight
4.4970,0.0202,run,1.0000,-1.0000,0.0043,0.0000,-0.0000,-0.0042,10.6607,1200.0000,1192.6042,1186.0743,1.0000,1190,1183,1,1,,1847,1847,20.1583,straight
4.5171,0.0201,run,1.0000,-1.0000,0.0043,0.0000,-0.0000,-0.0042,10.4324,1200.0000,1192.8412,1186.2941,1.0000,1190,1183,1,1,,1847,1847,20.0653,straight
4.5372,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,-0.0134,0.0134,13.5496,1200.0000,1176.0679,1196.8330,1.0000,1190,1183,1,1,,1847,1847,20.1328,straight
4.5573,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,-0.0096,0.0096,14.8932,1200.0000,1177.6980,1192.5157,1.0000,1190,1183,1,1,,1847,1847,20.0691,straight
4.5774,0.0201,run,-1.0000,1.0000,-0.0043,0.0000,-0.0202,0.0245,20.9940,1200.0000,1160.0478,1197.9643,1.0000,1190,1183,1,1,,1847,1847,20.0703,straight
4.5975,0.0201,run,-1.0000,1.0000,-0.0043,0.0000,-0.0144,0.0187,24.2364,1200.0000,1161.3038,1190.2234,1.0000,1190,1183,1,1,,1847,1847,20.1460,straight
4.6176,0.0201,run,-1.0000,1.0000,-0.0043,0.0000,-0.0103,0.0146,25.5861,1200.0000,1163.1572,1185.6707,1.0000,1190,1183,1,1,,1847,1847,20.1154,straight
4.6377,0.0201,run,-1.0000,1.0000,-0.0043,0.0000,-0.0073,0.0116,25.7286,1200.0000,1165.2950,1183.2477,1.0000,1190,1183,1,1,,1847,1847,20.0695,straight
4.6704,0.0327,run,-1.0000,1.0000,-0.0043,0.0000,-0.0044,0.0087,24.4223,1200.0000,1168.8480,1182.3075,1.0000,1161,1185,1,1,,1847,1847,32.7039,straight
4.6904,0.0200,run,-1.0000,1.0000,-0.0043,0.0000,-0.0032,0.0074,23.3010,1200.0000,1170.9521,1182.4460,1.0000,1161,1185,1,1,,1847,1847,20.0426,straight
4.7106,0.0202,run,-1.0000,1.0000,-0.0043,0.0000,-0.0023,0.0065,22.0198,1200.0000,1172.9385,1183.0219,1.0000,1161,1185,1,1,,1847,1847,20.1895,straight
4.7309,0.0202,run,-0.0000,0.0000,-0.0000,0.0000,0.0118,-0.0118,22.9103,1200.0000,1186.2020,1167.9773,1.0000,1161,1185,1,1,,1847,1847,20.2071,straight
4.7508,0.0199,run,-1.0000,1.0000,-0.0043,0.0000,-0.0050,0.0093,22.6398,1200.0000,1170.1835,1184.5368,1.0000,1161,1185,1,1,,1847,1847,19.9366,straight
4.7710,0.0202,run,-1.0000,1.0000,-0.0043,0.0000,-0.0036,0.0078,21.9071,1200.0000,1172.0332,1184.1525,1.0000,1161,1185,1,1,,1847,1847,20.2030,straight
4.7910,0.0200,run,-0.0000,0.0000,-0.0000,0.0000,0.0109,-0.0109,22.4960,1200.0000,1185.9145,1169.0935,1.0000,1161,1185,1,1,,1847,1847,20.0148,straight
4.8111,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0078,-0.0078,21.9328,1200.0000,1184.0674,1172.0670,1.0000,1161,1185,1,1,,1847,1847,20.0847,straight
4.8312,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0055,-0.0055,20.6847,1200.0000,1183.5939,1175.0368,1.0000,1161,1185,1,1,,1847,1847,20.1195,straight
4.8513,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0039,-0.0039,19.0714,1200.0000,1183.9801,1177.8771,1.0000,1161,1185,1,1,,1847,1847,20.1061,straight
4.8732,0.0219,run,-0.0000,0.0000,-0.0000,0.0000,0.0027,-0.0027,17.1394,1200.0000,1184.9819,1180.7393,1.0000,1181,1175,1,1,,1847,1847,21.9239,straight
4.8933,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0020,-0.0020,15.3539,1200.0000,1186.1596,1183.1326,1.0000,1181,1175,1,1,,1847,1847,20.0802,straight
4.9134,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0014,-0.0014,13.6334,1200.0000,1187.4467,1185.2865,1.0000,1181,1175,1,1,,1847,1847,20.0625,straight
4.9335,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0010,-0.0010,12.0182,1200.0000,1188.7520,1187.2115,1.0000,1181,1175,1,1,,1847,1847,20.1164,straight
4.9536,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0007,-0.0007,10.5368,1200.0000,1190.0125,1188.9140,1.0000,1181,1175,1,1,,1847,1847,20.1170,straight
4.9737,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0005,-0.0005,9.2016,1200.0000,1191.1904,1190.4064,1.0000,1181,1175,1,1,,1847,1847,20.0562,straight
4.9938,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0004,-0.0004,8.0058,1200.0000,1192.2739,1191.7146,1.0000,1181,1175,1,1,,1847,1847,20.0969,straight
5.0137,0.0200,run,-1.0000,1.0000,-0.0043,0.0000,-0.0132,0.0174,12.6547,1200.0000,1173.8667,1200.8240,1.0000,1181,1175,1,1,,1847,1847,20.0247,straight
5.0339,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0040,-0.0040,12.2178,1200.0000,1190.8891,1184.6753,1.0000,1181,1175,1,1,,1847,1847,20.1358,straight
5.0540,0.0201,run,-1.0000,1.0000,-0.0043,0.0000,-0.0105,0.0148,15.3761,1200.0000,1173.1712,1196.0767,1.0000,1181,1175,1,1,,1847,1847,20.0860,straight
5.0858,0.0319,run,-1.0000,1.0000,-0.0043,0.0000,-0.0064,0.0107,17.2734,1200.0000,1174.4496,1191.0036,1.0000,1175,1195,1,1,,823,1847,31.8727,straight
5.1061,0.0201,run,-1.0000,1.0000,-0.0043,0.0000,-0.0046,0.0089,17.6638,1200.0000,1175.4899,1189.1825,1.0000,1175,1195,1,1,,823,1847,20.1443,straight
5.1260,0.0200,run,-1.0000,1.0000,-0.0043,0.0000,-0.0033,0.0075,17.5471,1200.0000,1176.6218,1188.2839,1.0000,1175,1195,1,1,,823,1847,20.0169,straight
5.1464,0.0203,run,-1.0000,1.0000,-0.0043,0.0000,-0.0023,0.0066,17.1166,1200.0000,1177.7859,1187.9809,1.0000,1175,1195,1,1,,823,1847,20.3491,straight
5.1665,0.0201,run,-1.0000,1.0000,-0.0043,0.0000,-0.0017,0.0059,16.5232,1200.0000,1178.8959,1188.0576,1.0000,1175,1195,1,1,,823,1847,20.0888,straight
5.1865,0.0200,run,-1.0000,1.0000,-0.0043,0.0000,-0.0012,0.0054,15.8539,1200.0000,1179.9329,1188.3594,1.0000,1175,1195,1,1,,823,1847,20.0186,straight
5.2068,0.0203,run,-1.0000,1.0000,-0.0043,0.0000,-0.0008,0.0051,15.1555,1200.0000,1180.8961,1188.7929,1.0000,1175,1195,1,1,,823,1847,20.2726,straight
5.2266,0.0199,run,-1.0000,1.0000,-0.0043,0.0000,-0.0006,0.0049,14.4844,1200.0000,1181.7534,1189.2777,1.0000,1175,1195,1,1,,823,1847,19.9382,straight
5.2469,0.0202,run,-1.0000,1.0000,-0.0043,0.0000,-0.0004,0.0047,13.8434,1200.0000,1182.5287,1189.7845,1.0000,1175,1195,1,1,,823,1847,20.1701,straight
5.2669,0.0200,run,-1.0000,1.0000,-0.0043,0.0000,-0.0003,0.0046,13.2557,1200.0000,1183.2116,1190.2770,1.0000,1175,1195,1,1,,823,1847,20.0345,straight
5.2895,0.0227,run,-1.0000,1.0000,-0.0043,0.0000,-0.0002,0.0045,12.6595,1200.0000,1183.8819,1190.7990,1.0000,1176,1191,1,1,,1847,1847,22.6828,straight
5.3099,0.0203,run,-1.0000,1.0000,-0.0043,0.0000,-0.0002,0.0044,12.1831,1200.0000,1184.4055,1191.2283,1.0000,1176,1191,1,1,,1847,1847,20.2521,straight
5.3300,0.0201,run,-1.0000,1.0000,-0.0043,0.0000,-0.0001,0.0044,11.7635,1200.0000,1184.8584,1191.6145,1.0000,1176,1191,1,1,,1847,1847,20.0851,straight
5.3502,0.0202,run,-1.0000,1.0000,-0.0043,0.0000,-0.0001,0.0043,11.3915,1200.0000,1185.2544,1191.9627,1.0000,1176,1191,1,1,,1847,1847,20.2156,straight
5.3702,0.0200,run,-1.0000,1.0000,-0.0043,0.0000,-0.0001,0.0043,11.0683,1200.0000,1185.5944,1192.2690,1.0000,1176,1191,1,1,,1847,1847,20.0124,straight
5.3904,0.0202,run,-1.0000,1.0000,-0.0043,0.0000,-0.0000,0.0043,10.7843,1200.0000,1185.8906,1192.5409,1.0000,1176,1191,1,1,,1847,1847,20.1563,straight
5.4103,0.0200,run,-0.0000,0.0000,-0.0000,0.0000,0.0134,-0.0134,13.8266,1200.0000,1196.5374,1175.8094,1.0000,1176,1191,1,1,,1847,1847,20.0094,straight
5.4304,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0096,-0.0096,15.1249,1200.0000,1192.2674,1177.4828,1.0000,1176,1191,1,2,,1847,1847,20.1000,straight
5.4505,0.0201,run,-3.0000,3.0000,-0.0128,0.0000,-0.0334,0.0462,28.3101,1200.0000,1135.9682,1207.4117,1.0000,1176,1191,1,2,,1847,1847,20.1191,straight
5.4705,0.0200,run,5.0000,-5.0000,0.0213,0.0000,0.0835,-0.1048,59.2875,1200.0000,1221.8114,1059.6135,1.0000,1176,1191,1,3,,1847,1847,20.0184,straight
5.5007,0.0301,run,5.0000,-5.0000,0.0213,0.0000,0.0521,-0.0734,81.4588,1200.0000,1175.3497,1061.7327,1.0000,1146,1188,1,3,,823,823,30.1124,straight
5.5207,0.0200,run,4.0000,-4.0000,0.0170,0.0000,0.0238,-0.0408,83.1072,1200.0000,1148.4862,1085.2993,1.0000,1146,1188,1,3,,823,823,20.0355,straight
5.5409,0.0202,run,2.0000,-2.0000,0.0085,0.0000,-0.0098,0.0013,77.1273,1200.0000,1121.8586,1123.8868,1.0000,1146,1188,1,3,,823,823,20.1597,straight
5.5610,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,-0.0338,0.0338,77.6784,1200.0000,1096.1573,1148.4859,1.0000,1146,1188,1,3,,823,823,20.1100,straight
5.5810,0.0200,run,-2.0000,2.0000,-0.0085,0.0000,-0.0510,0.0595,86.6012,1200.0000,1067.3573,1159.4404,1.0000,1146,1188,1,3,,823,823,20.0198,straight
5.6012,0.0202,run,-4.0000,4.0000,-0.0170,0.0000,-0.0631,0.0802,101.0715,1200.0000,1036.9264,1160.9306,1.0000,1146,1188,1,3,,823,823,20.1888,straight
5.6213,0.0201,run,4.0000,-4.0000,0.0170,0.0000,0.0623,-0.0793,113.1111,1200.0000,1148.2348,1025.5430,1.0000,1146,1188,1,2,,823,823,20.0828,straight
5.6414,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0176,-0.0261,105.5061,1200.0000,1114.6937,1074.2941,1.0000,1146,1188,1,2,,823,823,20.1057,straight
5.6614,0.0200,run,-0.0000,0.0000,-0.0000,0.0000,-0.0143,0.0143,95.3121,1200.0000,1093.6376,1115.7381,1.0000,1146,1188,1,2,,823,823,20.0154,straight
5.6816,0.0201,run,-2.0000,2.0000,-0.0085,0.0000,-0.0370,0.0455,96.9293,1200.0000,1067.8548,1138.2865,1.0000,1146,1188,1,2,,823,823,20.1006,straight
5.7128,0.0313,run,-5.0000,5.0000,-0.0213,0.0000,-0.0575,0.0788,114.6285,1200.0000,1024.4380,1146.3049,1.0000,1084,1129,1,2,,823,823,31.2572,straight
5.7332,0.0204,run,-7.0000,7.0000,-0.0298,0.0000,-0.0675,0.0973,130.6141,1200.0000,994.0940,1144.6779,1.0000,1084,1129,1,2,,823,823,20.4063,straight
5.7530,0.0198,run,-9.0000,9.0000,-0.0383,-0.0000,-0.0753,0.1136,149.1265,1200.0000,962.9950,1138.7520,1.0000,1084,1129,1,2,,823,823,19.8264,straight
5.7732,0.0202,run,-11.0000,11.0000,-0.0469,-0.0000,-0.0804,0.1273,169.6258,1200.0000,931.9371,1128.8112,1.0000,1084,1129,1,2,,823,823,20.1917,straight
5.7932,0.0200,run,-12.0000,12.0000,-0.0511,-0.0000,-0.0709,0.1220,185.0450,1200.0000,920.5871,1109.3229,1.0000,1084,1129,1,2,,823,823,19.9773,straight
5.8132,0.0201,run,-14.0000,14.0000,-0.0596,-0.0000,-0.0774,0.1370,203.1348,1200.0000,890.8597,1102.8707,1.0000,1084,1129,1,2,,823,823,20.0720,straight
5.8335,0.0202,run,-15.0000,15.0000,-0.0639,-0.0000,-0.0685,0.1324,216.9504,1200.0000,880.6219,1085.4773,1.0000,1084,1129,1,2,,823,823,20.2018,straight
5.8534,0.0200,run,-16.0000,16.0000,-0.0682,-0.0000,-0.0624,0.1305,227.8592,1200.0000,871.1833,1073.0983,1.0000,1084,1129,1,2,,823,823,20.0129,straight
5.8735,0.0201,run,-32.0000,32.0000,-0.1363,-0.0000,-0.2592,0.3955,272.5651,1200.0000,621.5188,1233.3510,1.0000,1084,1129,1,2,,823,823,20.0599,straight
