# profile=agv-01 K_RATIO=11.3 KD=0.94 KI=0.0 TAU_D=0.05 AUTO_RPM=1200.0 zeta=0.294 6083h=2000 6084h=3000 sw_ramp=1000.0 DRY_RUN=False
t,dt,state,e_mm,e_used,p,i,d,omega_cmd,speed_red,v_base,n_l,n_r,sat_scale,rpm_l,rpm_r,has_track,n_tracks,guard,sw_l,sw_r,loop_ms,branch
0.2120,0.0199,run,-14.0000,14.0000,-0.0049,-0.0000,-0.0009,0.0058,5.8378,116.9689,106.6788,115.5834,1.0000,29,23,1,1,,823,1847,19.9292,straight
0.2321,0.0201,run,-14.0000,14.0000,-0.0058,-0.0000,-0.0006,0.0064,7.0909,137.0951,125.0337,134.9746,1.0000,29,23,1,1,,823,1847,20.1262,straight
0.2523,0.0202,run,-14.0000,14.0000,-0.0068,-0.0000,-0.0004,0.0073,8.4666,157.2677,143.1932,154.4090,1.0000,29,23,1,1,,823,1847,20.1726,straight
0.2722,0.0199,run,-14.0000,14.0000,-0.0078,-0.0000,-0.0003,0.0081,9.9267,177.2012,160.9873,173.5616,1.0000,29,23,1,1,,823,1847,19.9335,straight
0.2927,0.0204,run,-14.0000,14.0000,-0.0088,-0.0000,-0.0002,0.0090,11.5077,197.5522,179.0608,193.0280,1.0000,29,23,1,1,,823,1847,20.3510,straight
0.3124,0.0199,run,-14.0000,14.0000,-0.0098,-0.0000,-0.0002,0.0100,13.1291,217.4604,196.6142,212.0485,1.0000,29,23,1,1,,823,1847,19.9083,straight
0.3411,0.0285,run,-14.0000,14.0000,-0.0108,-0.0000,-0.0001,0.0109,15.5738,245.9432,221.9315,238.8073,1.0000,187,209,1,1,,823,1847,28.4828,straight
0.3611,0.0200,run,-14.0000,14.0000,-0.0122,-0.0000,-0.0001,0.0123,17.3428,265.9341,239.0808,258.1019,1.0000,187,209,1,1,,823,1847,19.9909,straight
0.3811,0.0201,run,-14.0000,14.0000,-0.0132,-0.0000,-0.0001,0.0133,19.1663,286.0184,256.5891,277.1152,1.0000,187,209,1,1,,823,1847,20.0843,straight
0.4012,0.0201,run,-14.0000,14.0000,-0.0142,-0.0000,-0.0000,0.0143,21.0286,306.0909,274.0386,296.0860,1.0000,187,209,1,1,,823,1847,20.0725,straight
0.4212,0.0201,run,-14.0000,14.0000,-0.0152,-0.0000,-0.0000,0.0152,22.9234,326.1443,291.4337,315.0081,1.0000,187,209,1,1,,823,1847,20.0534,straight
0.4414,0.0202,run,-14.0000,14.0000,-0.0162,-0.0000,-0.0000,0.0162,24.8613,346.3365,308.9229,334.0274,1.0000,187,209,1,1,,823,1847,20.1922,straight
0.4617,0.0202,run,-14.0000,14.0000,-0.0172,-0.0000,-0.0000,0.0172,26.8283,366.5617,326.4090,353.0577,1.0000,187,209,1,1,,823,1847,20.2252,straight
0.4815,0.0199,run,-14.0000,14.0000,-0.0182,-0.0000,-0.0000,0.0182,28.7886,386.4959,343.6083,371.8062,1.0000,187,209,1,1,,823,1847,19.9342,straight
0.5017,0.0201,run,-14.0000,14.0000,-0.0192,-0.0000,-0.0000,0.0192,30.7888,406.6413,360.9894,390.7157,1.0000,187,209,1,1,,823,1847,20.1454,straight
0.5218,0.0200,run,-14.0000,14.0000,-0.0202,-0.0000,-0.0000,0.0202,32.7936,426.6712,378.2415,409.5137,1.0000,187,209,1,1,,823,1847,20.0299,straight
0.5498,0.0281,run,-14.0000,14.0000,-0.0212,-0.0000,-0.0000,0.0212,35.6328,454.7779,402.7404,435.5499,1.0000,369,408,1,1,,823,1847,28.1068,straight
0.5698,0.0200,run,-14.0000,14.0000,-0.0226,-0.0000,-0.0000,0.0226,37.6664,474.7982,419.6473,454.6164,1.0000,369,408,1,1,,823,1847,20.0203,straight
0.5900,0.0201,run,-14.0000,14.0000,-0.0236,-0.0000,-0.0000,0.0236,39.7229,494.9463,436.9698,473.4772,1.0000,369,408,1,1,,823,1847,20.1481,straight
0.6101,0.0201,run,-14.0000,14.0000,-0.0246,-0.0000,-0.0000,0.0246,41.7821,515.0394,454.2294,492.2852,1.0000,369,408,1,1,,823,1847,20.0930,straight
0.6302,0.0201,run,-14.0000,14.0000,-0.0256,-0.0000,-0.0000,0.0256,43.8527,535.1723,471.5195,511.1197,1.0000,369,408,1,1,,823,1847,20.1329,straight
0.6502,0.0200,run,-14.0000,14.0000,-0.0266,-0.0000,-0.0000,0.0266,45.9208,555.2220,488.7273,529.8750,1.0000,369,408,1,1,,823,1847,20.0497,straight
0.6704,0.0201,run,-14.0000,14.0000,-0.0276,-0.0000,-0.0000,0.0276,48.0007,575.3342,505.9890,548.6780,1.0000,369,408,1,1,,823,1847,20.1122,straight
0.6908,0.0203,run,-14.0000,14.0000,-0.0286,-0.0000,-0.0000,0.0286,50.1060,595.6472,523.4236,567.6587,1.0000,369,408,1,1,,823,1847,20.3130,straight
0.7105,0.0199,run,-14.0000,14.0000,-0.0296,-0.0000,-0.0000,0.0296,52.1672,615.4977,540.4321,586.2289,1.0000,369,408,1,1,,823,1847,19.8505,straight
0.7306,0.0201,run,-14.0000,14.0000,-0.0306,-0.0000,-0.0000,0.0306,54.2564,635.5851,557.6673,604.9902,1.0000,369,408,1,1,,823,1847,20.0874,straight
0.7583,0.0277,run,-14.0000,14.0000,-0.0316,-0.0000,-0.0000,0.0316,57.1408,663.2699,581.6955,630.5627,1.0000,545,604,1,1,,823,1847,27.6849,straight
0.7785,0.0201,run,-14.0000,14.0000,-0.0330,-0.0000,-0.0000,0.0330,59.2370,683.3664,598.6315,649.6273,1.0000,545,604,1,1,,823,1847,20.0964,straight
0.7985,0.0201,run,-14.0000,14.0000,-0.0340,-0.0000,-0.0000,0.0340,61.3346,703.4581,615.8530,668.3939,1.0000,545,604,1,1,,823,1847,20.0917,straight
0.8185,0.0201,run,-14.0000,14.0000,-0.0350,-0.0000,-0.0000,0.0350,63.4331,723.5413,633.0654,687.1510,1.0000,545,604,1,1,,823,1847,20.0832,straight
0.8388,0.0202,run,-14.0000,14.0000,-0.0360,-0.0000,-0.0000,0.0360,65.5437,743.7260,650.3675,705.9972,1.0000,545,604,1,1,,823,1847,20.1847,straight
0.8588,0.0201,run,-14.0000,14.0000,-0.0370,-0.0000,-0.0000,0.0370,67.6442,763.8028,667.5678,724.7493,1.0000,545,604,1,1,,823,1847,20.0767,straight
0.8790,0.0201,run,-14.0000,14.0000,-0.0380,-0.0000,-0.0000,0.0380,69.7485,783.9048,684.7937,743.5188,1.0000,545,604,1,1,,823,1847,20.1020,straight
0.8990,0.0201,run,-14.0000,14.0000,-0.0390,-0.0000,-0.0000,0.0390,71.8497,803.9690,701.9840,762.2547,1.0000,545,604,1,1,,823,1847,20.0643,straight
0.9190,0.0200,run,-14.0000,14.0000,-0.0400,-0.0000,-0.0000,0.0400,73.9497,824.0132,719.1569,780.9702,1.0000,545,604,1,1,,823,1847,20.0442,straight
0.9392,0.0201,run,-14.0000,14.0000,-0.0410,-0.0000,-0.0000,0.0410,76.0598,844.1484,736.4114,799.7658,1.0000,545,604,1,1,,823,1847,20.1351,straight
0.9652,0.0261,run,-14.0000,14.0000,-0.0420,-0.0000,-0.0000,0.0420,78.7986,870.2735,759.0237,823.9262,1.0000,718,799,1,1,,823,1847,26.1252,straight
0.9857,0.0202,run,-13.0000,13.0000,-0.0402,-0.0000,0.0134,0.0268,83.3825,890.4811,786.3889,827.8083,1.0000,718,799,1,1,,823,1847,20.2076,straight
1.0055,0.0200,run,-13.0000,13.0000,-0.0411,-0.0000,0.0096,0.0315,86.6278,910.4330,799.4203,848.1901,1.0000,718,799,1,1,,823,1847,19.9519,straight
1.0257,0.0202,run,-13.0000,13.0000,-0.0420,-0.0000,0.0068,0.0352,89.0419,930.6223,814.3541,868.8067,1.0000,718,799,1,1,,823,1847,20.1893,straight
1.0458,0.0201,run,-13.0000,13.0000,-0.0429,-0.0000,0.0049,0.0381,90.8859,950.6802,830.3376,889.2510,1.0000,718,799,1,1,,823,1847,20.0579,straight
1.0658,0.0201,run,-13.0000,13.0000,-0.0439,-0.0000,0.0035,0.0404,92.3895,970.7692,847.1283,909.6311,1.0000,718,799,1,1,,823,1847,20.0890,straight
1.0860,0.0202,run,-13.0000,13.0000,-0.0448,-0.0000,0.0025,0.0423,93.7002,990.9227,864.4827,929.9623,1.0000,718,799,1,1,,823,1847,20.1536,straight
1.1061,0.0201,run,-13.0000,13.0000,-0.0457,-0.0000,0.0018,0.0440,94.9115,1011.0480,882.1281,950.1448,1.0000,718,799,1,1,,823,1847,20.1253,straight
1.1262,0.0201,run,-13.0000,13.0000,-0.0467,-0.0000,0.0013,0.0454,96.0899,1031.1488,899.9409,970.1769,1.0000,718,799,1,1,,823,1847,20.1008,straight
1.1463,0.0201,run,-12.0000,12.0000,-0.0439,-0.0000,0.0143,0.0296,100.1792,1051.2275,928.1407,973.9559,1.0000,718,799,1,1,,823,1847,20.0787,straight
1.1723,0.0261,run,-12.0000,12.0000,-0.0448,-0.0000,0.0094,0.0354,103.2104,1077.2785,946.7070,1001.4292,1.0000,906,975,1,1,,823,1847,26.0510,straight
1.1925,0.0202,run,-12.0000,12.0000,-0.0459,-0.0000,0.0067,0.0392,104.6843,1097.4675,962.4705,1023.0961,1.0000,906,975,1,1,,823,1847,20.1890,straight
1.2125,0.0200,run,-12.0000,12.0000,-0.0468,-0.0000,0.0048,0.0420,105.6215,1117.4738,979.3927,1044.3120,1.0000,906,975,1,1,,823,1847,20.0063,straight
1.2324,0.0200,run,-11.0000,11.0000,-0.0436,-0.0000,0.0169,0.0268,109.3969,1137.4475,1007.3341,1048.7672,1.0000,906,975,1,1,,823,1847,19.9737,straight
1.2527,0.0202,run,-11.0000,11.0000,-0.0444,-0.0000,0.0120,0.0324,111.3904,1157.6725,1021.2077,1071.3565,1.0000,906,975,1,1,,823,1847,20.2250,straight
1.2728,0.0201,run,-11.0000,11.0000,-0.0452,-0.0000,0.0086,0.0366,112.2347,1177.7809,1037.1986,1093.8938,1.0000,906,975,1,1,,823,1847,20.1084,straight
1.2929,0.0201,run,-11.0000,11.0000,-0.0460,-0.0000,0.0061,0.0399,112.4037,1197.8526,1054.5977,1116.3001,1.0000,906,975,1,1,,823,1847,20.0717,straight
1.3130,0.0201,run,-10.0000,10.0000,-0.0425,-0.0000,0.0178,0.0248,115.2900,1200.0000,1065.5607,1103.8593,1.0000,906,975,1,1,,823,1847,20.0934,straight
1.3329,0.0200,run,-10.0000,10.0000,-0.0426,-0.0000,0.0127,0.0299,116.0160,1200.0000,1060.8465,1107.1215,1.0000,906,975,1,1,,823,1847,20.0199,straight
1.3533,0.0202,run,-10.0000,10.0000,-0.0426,-0.0000,0.0090,0.0336,115.3844,1200.0000,1058.6549,1110.5763,1.0000,906,975,1,1,,823,1847,20.1945,straight
1.3732,0.0200,run,-9.0000,9.0000,-0.0383,-0.0000,0.0199,0.0185,117.2706,1200.0000,1068.4427,1097.0160,1.0000,1063,1107,1,1,,1847,1847,20.0491,straight
1.3934,0.0201,run,-9.0000,9.0000,-0.0383,-0.0000,0.0142,0.0242,116.9315,1200.0000,1064.3706,1101.7663,1.0000,1063,1107,1,1,,1847,1847,20.1279,straight
1.4135,0.0201,run,-9.0000,9.0000,-0.0383,-0.0000,0.0101,0.0282,115.2441,1200.0000,1062.9139,1106.5980,1.0000,1063,1107,1,1,,1847,1847,20.1198,straight
1.4334,0.0199,run,-9.0000,9.0000,-0.0383,-0.0000,0.0072,0.0311,112.8272,1200.0000,1063.1027,1111.2428,1.0000,1063,1107,1,1,,1847,1847,19.9437,straight
1.4539,0.0203,run,-8.0000,8.0000,-0.0341,-0.0000,0.0185,0.0156,113.3305,1200.0000,1074.6266,1098.7124,1.0000,1063,1107,1,1,,1847,1847,20.2883,straight
1.4738,0.0201,run,-8.0000,8.0000,-0.0341,-0.0000,0.0132,0.0209,111.9378,1200.0000,1071.9174,1104.2071,1.0000,1063,1107,1,1,,1847,1847,20.0765,straight
1.4938,0.0201,run,-8.0000,8.0000,-0.0341,-0.0000,0.0094,0.0247,109.4494,1200.0000,1071.4809,1109.6202,1.0000,1063,1107,1,1,,1847,1847,20.0575,straight
1.5142,0.0203,run,-8.0000,8.0000,-0.0341,-0.0000,0.0067,0.0274,106.3484,1200.0000,1072.4746,1114.8286,1.0000,1063,1107,1,1,,1847,1847,20.3266,straight
1.5342,0.0200,run,-8.0000,8.0000,-0.0341,-0.0000,0.0048,0.0293,103.0864,1200.0000,1074.2582,1119.5690,1.0000,1063,1107,1,1,,1847,1847,19.9507,straight
1.5542,0.0201,run,-7.0000,7.0000,-0.0298,-0.0000,0.0168,0.0130,103.1170,1200.0000,1086.8404,1106.9256,1.0000,1063,1107,1,1,,1847,1847,20.0568,straight
1.5813,0.0269,run,-7.0000,7.0000,-0.0298,-0.0000,0.0110,0.0189,100.5754,1200.0000,1084.8314,1114.0177,1.0000,1083,1110,1,1,,823,1847,26.8547,straight
1.6015,0.0202,run,-7.0000,7.0000,-0.0298,-0.0000,0.0078,0.0220,97.8592,1200.0000,1085.1137,1119.1680,1.0000,1083,1110,1,1,,823,1847,20.1543,straight
1.6213,0.0201,run,-7.0000,7.0000,-0.0298,-0.0000,0.0056,0.0243,94.7714,1200.0000,1086.4705,1123.9866,1.0000,1083,1110,1,1,,823,1847,20.0920,straight
1.6411,0.0200,run,-7.0000,7.0000,-0.0298,-0.0000,0.0040,0.0258,91.5974,1200.0000,1088.4151,1128.3901,1.0000,1083,1110,1,1,,823,1847,19.9706,straight
1.6616,0.0203,run,-7.0000,7.0000,-0.0298,-0.0000,0.0028,0.0270,88.4394,1200.0000,1090.6842,1132.4370,1.0000,1083,1110,1,1,,823,1847,20.3034,straight
1.6817,0.0201,run,-6.0000,6.0000,-0.0256,-0.0000,0.0154,0.0101,88.7959,1200.0000,1103.3654,1119.0427,1.0000,1083,1110,1,1,,823,1847,20.1102,straight
1.7019,0.0202,run,-6.0000,6.0000,-0.0256,-0.0000,0.0110,0.0146,87.5769,1200.0000,1101.1570,1123.6892,1.0000,1083,1110,1,1,,823,1847,20.1510,straight
1.7220,0.0201,run,-6.0000,6.0000,-0.0256,-0.0000,0.0078,0.0177,85.4491,1200.0000,1100.8439,1128.2580,1.0000,1083,1110,1,1,,823,1847,20.1283,straight
1.7420,0.0200,run,-6.0000,6.0000,-0.0256,-0.0000,0.0056,0.0200,82.8644,1200.0000,1101.6932,1132.5781,1.0000,1083,1110,1,1,,823,1847,20.0483,straight
1.7621,0.0201,run,-5.0000,5.0000,-0.0213,-0.0000,0.0174,0.0039,83.4075,1200.0000,1113.5763,1119.6088,1.0000,1083,1110,1,1,,823,1847,20.1000,straight
1.7894,0.0273,run,-5.0000,5.0000,-0.0213,-0.0000,0.0113,0.0100,81.2868,1200.0000,1110.9476,1126.4788,1.0000,1113,1119,1,1,,1847,1847,27.2646,straight
1.8095,0.0201,run,-5.0000,5.0000,-0.0213,-0.0000,0.0080,0.0133,78.8414,1200.0000,1110.8972,1131.4201,1.0000,1113,1119,1,1,,1847,1847,20.0828,straight
1.8295,0.0201,run,-5.0000,5.0000,-0.0213,-0.0000,0.0057,0.0156,75.9569,1200.0000,1112.0011,1136.0850,1.0000,1113,1119,1,1,,1847,1847,20.0802,straight
1.8497,0.0202,run,-5.0000,5.0000,-0.0213,-0.0000,0.0041,0.0172,72.9105,1200.0000,1113.7736,1140.4054,1.0000,1113,1119,1,1,,1847,1847,20.1602,straight
1.8699,0.0201,run,-4.0000,4.0000,-0.0170,-0.0000,0.0163,0.0007,73.2195,1200.0000,1126.2233,1127.3377,1.0000,1113,1119,1,1,,1847,1847,20.1140,straight
1.8899,0.0200,run,-4.0000,4.0000,-0.0170,-0.0000,0.0116,0.0054,71.8830,1200.0000,1123.9470,1132.2869,1.0000,1113,1119,1,1,,1847,1847,20.0478,straight
1.9099,0.0201,run,-4.0000,4.0000,-0.0170,-0.0000,0.0083,0.0087,69.5922,1200.0000,1123.6569,1137.1587,1.0000,1113,1119,1,1,,1847,1847,20.0717,straight
1.9300,0.0201,run,-3.0000,3.0000,-0.0128,-0.0000,0.0194,-0.0066,70.1256,1200.0000,1134.9566,1124.7922,1.0000,1113,1119,1,1,,1847,1847,20.0556,straight
1.9501,0.0201,run,-3.0000,3.0000,-0.0128,-0.0000,0.0138,-0.0010,68.6788,1200.0000,1132.1124,1130.5299,1.0000,1113,1119,1,1,,1847,1847,20.0953,straight
1.9701,0.0201,run,-3.0000,3.0000,-0.0128,-0.0000,0.0098,0.0029,66.0761,1200.0000,1131.6511,1136.1967,1.0000,1113,1119,1,1,,1847,1847,20.1255,straight
1.9944,0.0242,run,-3.0000,3.0000,-0.0128,-0.0000,0.0066,0.0061,62.1824,1200.0000,1133.0621,1142.5731,1.0000,1135,1136,1,1,,1847,1847,24.1990,straight
2.0145,0.0201,run,-3.0000,3.0000,-0.0128,-0.0000,0.0047,0.0080,58.7592,1200.0000,1135.0144,1147.4672,1.0000,1135,1136,1,1,,1847,1847,20.1007,straight
2.0348,0.0202,run,-3.0000,3.0000,-0.0128,-0.0000,0.0034,0.0094,55.3420,1200.0000,1137.3780,1151.9380,1.0000,1135,1136,1,1,,1847,1847,20.2201,straight
2.0549,0.0201,run,-2.0000,2.0000,-0.0085,-0.0000,0.0158,-0.0073,55.4125,1200.0000,1150.2230,1138.9520,1.0000,1135,1136,1,1,,1847,1847,20.1270,straight
2.0750,0.0201,run,-2.0000,2.0000,-0.0085,-0.0000,0.0113,-0.0028,53.9168,1200.0000,1148.2135,1143.9528,1.0000,1135,1136,1,1,,1847,1847,20.0971,straight
2.0950,0.0200,run,-2.0000,2.0000,-0.0085,-0.0000,0.0081,0.0005,51.5377,1200.0000,1148.0999,1148.8247,1.0000,1135,1136,1,1,,1847,1847,20.0131,straight
2.1149,0.0200,run,-2.0000,2.0000,-0.0085,-0.0000,0.0057,0.0028,48.7077,1200.0000,1149.1482,1153.4364,1.0000,1135,1136,1,1,,1847,1847,20.0364,straight
2.1352,0.0202,run,-2.0000,2.0000,-0.0085,-0.0000,0.0041,0.0044,45.6909,1200.0000,1150.8843,1157.7338,1.0000,1135,1136,1,1,,1847,1847,20.2294,straight
2.1552,0.0200,run,-1.0000,1.0000,-0.0043,-0.0000,0.0164,-0.0121,46.0408,1200.0000,1163.3122,1144.6063,1.0000,1135,1136,1,1,,1847,1847,19.9994,straight
2.1755,0.0202,run,-1.0000,1.0000,-0.0043,-0.0000,0.0116,-0.0074,44.7167,1200.0000,1160.9924,1149.5742,1.0000,1135,1136,1,1,,1847,1847,20.2342,straight
2.2021,0.0266,run,-1.0000,1.0000,-0.0043,-0.0000,0.0076,-0.0033,41.5323,1200.0000,1161.0479,1155.8875,1.0000,1159,1148,1,1,,1847,1847,26.6275,straight
2.2256,0.0201,run,-0.0000,0.0000,-0.0000,-0.0000,0.0188,-0.0188,42.0403,1200.0000,1172.5258,1143.3936,1.0000,1159,1148,1,1,,1847,1847,20.0838,straight
2.2423,0.0201,run,-0.0000,0.0000,-0.0000,-0.0000,0.0134,-0.0134,40.6211,1200.0000,1169.7680,1148.9899,1.0000,1159,1148,1,1,,1847,1847,20.1031,straight
2.2624,0.0201,run,-0.0000,0.0000,-0.0000,-0.0000,0.0096,-0.0096,38.0777,1200.0000,1169.3288,1154.5158,1.0000,1159,1148,1,1,,1847,1847,20.1347,straight
2.2827,0.0202,run,-0.0000,0.0000,-0.0000,-0.0000,0.0068,-0.0068,34.9387,1200.0000,1170.3344,1159.7882,1.0000,1159,1148,1,1,,1847,1847,20.2290,straight
2.3025,0.0199,run,-0.0000,0.0000,-0.0000,-0.0000,0.0049,-0.0049,31.6317,1200.0000,1172.1410,1164.5956,1.0000,1159,1148,1,1,,1847,1847,19.8850,straight
2.3226,0.0201,run,1.0000,-1.0000,0.0043,-0.0000,0.0169,-0.0211,34.1847,1200.0000,1182.1712,1149.4594,1.0000,1159,1148,1,1,,1847,1847,20.1120,straight
2.3428,0.0202,run,1.0000,-1.0000,0.0043,-0.0000,0.0120,-0.0163,34.7050,1200.0000,1177.8972,1152.6927,1.0000,1159,1148,1,1,,1847,1847,20.1652,straight
2.3629,0.0201,run,1.0000,-1.0000,0.0043,-0.0000,0.0086,-0.0128,33.9660,1200.0000,1175.9695,1156.0985,1.0000,1159,1148,1,1,,1847,1847,20.0793,straight
2.3830,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0195,-0.0280,38.3853,1200.0000,1183.3083,1139.9211,1.0000,1159,1148,1,1,,1847,1847,20.1233,straight
2.4101,0.0271,run,2.0000,-2.0000,0.0085,-0.0000,0.0127,-0.0212,40.2135,1200.0000,1176.1697,1143.4032,1.0000,1185,1140,1,1,,1847,1847,27.1130,straight
2.4302,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0090,-0.0176,40.1285,1200.0000,1173.4483,1146.2947,1.0000,1185,1140,1,1,,1847,1847,20.0843,straight
2.4504,0.0201,run,3.0000,-3.0000,0.0128,-0.0000,0.0198,-0.0326,45.0669,1200.0000,1180.1649,1129.7012,1.0000,1185,1140,1,1,,1847,1847,20.1403,straight
2.4704,0.0200,run,3.0000,-3.0000,0.0128,-0.0000,0.0142,-0.0269,47.3332,1200.0000,1173.5069,1131.8267,1.0000,1185,1140,1,1,,1847,1847,20.0447,straight
2.4905,0.0202,run,3.0000,-3.0000,0.0128,-0.0000,0.0101,-0.0229,47.8831,1200.0000,1169.8073,1134.4266,1.0000,1185,1140,1,1,,1847,1847,20.1776,straight
2.5107,0.0201,run,3.0000,-3.0000,0.0128,-0.0000,0.0072,-0.0200,47.3583,1200.0000,1168.0936,1137.1898,1.0000,1185,1140,1,1,,1847,1847,20.1061,straight
2.5308,0.0201,run,3.0000,-3.0000,0.0128,-0.0000,0.0051,-0.0179,46.1974,1200.0000,1167.6561,1139.9490,1.0000,1185,1140,1,1,,1847,1847,20.1387,straight
2.5509,0.0201,run,3.0000,-3.0000,0.0128,-0.0000,0.0037,-0.0164,44.7022,1200.0000,1168.0147,1142.5810,1.0000,1185,1140,1,1,,1847,1847,20.0716,straight
2.5710,0.0201,run,4.0000,-4.0000,0.0170,-0.0000,0.0160,-0.0331,48.9524,1200.0000,1176.6246,1125.4706,1.0000,1185,1140,1,1,,1847,1847,20.0723,straight
2.5911,0.0201,run,4.0000,-4.0000,0.0170,-0.0000,0.0114,-0.0285,51.0201,1200.0000,1171.0011,1126.9586,1.0000,1185,1140,1,1,,1847,1847,20.1097,straight
2.6182,0.0272,run,4.0000,-4.0000,0.0170,-0.0000,0.0074,-0.0244,51.5196,1200.0000,1167.3886,1129.5722,1.0000,1169,1130,1,1,,1847,1847,27.1743,straight
2.6384,0.0201,run,4.0000,-4.0000,0.0170,-0.0000,0.0053,-0.0223,51.1062,1200.0000,1166.1587,1131.6289,1.0000,1169,1130,1,1,,1847,1847,20.1163,straight
2.6582,0.0200,run,4.0000,-4.0000,0.0170,-0.0000,0.0038,-0.0208,50.2401,1200.0000,1165.8594,1133.6604,1.0000,1169,1130,1,1,,1847,1847,19.9608,straight
2.6787,0.0203,run,4.0000,-4.0000,0.0170,-0.0000,0.0027,-0.0197,49.1090,1200.0000,1166.1474,1135.6347,1.0000,1169,1130,1,1,,1847,1847,20.3064,straight
2.6987,0.0201,run,4.0000,-4.0000,0.0170,-0.0000,0.0019,-0.0190,47.8864,1200.0000,1166.7750,1137.4523,1.0000,1169,1130,1,1,,1847,1847,20.0885,straight
2.7187,0.0200,run,4.0000,-4.0000,0.0170,-0.0000,0.0014,-0.0184,46.6548,1200.0000,1167.5831,1139.1074,1.0000,1169,1130,1,1,,1847,1847,20.0207,straight
2.7388,0.0201,run,5.0000,-5.0000,0.0213,-0.0000,0.0144,-0.0357,51.3597,1200.0000,1176.2390,1121.0416,1.0000,1169,1130,1,1,,1847,1847,20.1196,straight
2.7592,0.0202,run,5.0000,-5.0000,0.0213,-0.0000,0.0102,-0.0315,53.9782,1200.0000,1170.4153,1121.6283,1.0000,1169,1130,1,1,,1847,1847,20.2396,straight
2.7791,0.0200,run,5.0000,-5.0000,0.0213,-0.0000,0.0073,-0.0286,55.1958,1200.0000,1166.9357,1122.6726,1.0000,1169,1130,1,1,,1847,1847,19.9958,straight
2.7991,0.0200,run,5.0000,-5.0000,0.0213,-0.0000,0.0052,-0.0265,55.5250,1200.0000,1164.9888,1123.9612,1.0000,1169,1130,1,1,,1847,1847,20.0295,straight
2.8258,0.0267,run,5.0000,-5.0000,0.0213,-0.0000,0.0034,-0.0247,55.0905,1200.0000,1164.0158,1125.8032,1.0000,1167,1121,1,1,,1847,1847,26.7491,straight
2.8461,0.0202,run,5.0000,-5.0000,0.0213,-0.0000,0.0024,-0.0237,54.4720,1200.0000,1163.8771,1127.1788,1.0000,1167,1121,1,1,,1847,1847,20.2042,straight
2.8661,0.0201,run,5.0000,-5.0000,0.0213,-0.0000,0.0017,-0.0230,53.7079,1200.0000,1164.1047,1128.4795,1.0000,1167,1121,1,1,,1847,1847,20.0641,straight
2.8864,0.0202,run,5.0000,-5.0000,0.0213,-0.0000,0.0012,-0.0225,52.8785,1200.0000,1164.5495,1129.6935,1.0000,1167,1121,1,1,,1847,1847,20.1863,straight
2.9063,0.0200,run,5.0000,-5.0000,0.0213,-0.0000,0.0009,-0.0222,52.0538,1200.0000,1165.1020,1130.7903,1.0000,1167,1121,1,1,,1847,1847,19.9987,straight
2.9265,0.0201,run,5.0000,-5.0000,0.0213,-0.0000,0.0006,-0.0219,51.2567,1200.0000,1165.7039,1131.7827,1.0000,1167,1121,1,1,,1847,1847,20.1170,straight
