# profile=agv-01 K_RATIO=11.3 KD=0.94 KI=0.0 TAU_D=0.05 AUTO_RPM=1200.0 zeta=0.294 6083h=2000 6084h=3000 sw_ramp=1000.0 DRY_RUN=False
t,dt,state,e_mm,e_used,p,i,d,omega_cmd,speed_red,v_base,n_l,n_r,sat_scale,rpm_l,rpm_r,has_track,n_tracks,guard,sw_l,sw_r,loop_ms,branch
1.9542,0.0200,run,1.0000,-1.0000,0.0043,-0.0000,0.0139,-0.0182,42.1273,1200.0000,1171.9497,1143.7957,1.0000,1163,1137,1,1,,1847,1847,20.0492,straight
1.9744,0.0202,run,1.0000,-1.0000,0.0043,-0.0000,0.0099,-0.0142,40.7822,1200.0000,1170.1963,1148.2392,1.0000,1163,1137,1,1,,1847,1847,20.1629,straight
1.9944,0.0201,run,1.0000,-1.0000,0.0043,-0.0000,0.0071,-0.0113,38.6612,1200.0000,1170.1177,1152.5599,1.0000,1163,1137,1,1,,1847,1847,20.0553,straight
2.0145,0.0201,run,1.0000,-1.0000,0.0043,-0.0000,0.0051,-0.0093,36.1399,1200.0000,1171.0656,1156.6546,1.0000,1163,1137,1,1,,1847,1847,20.1185,straight
2.0347,0.0201,run,1.0000,-1.0000,0.0043,-0.0000,0.0036,-0.0079,33.4815,1200.0000,1172.6018,1160.4351,1.0000,1163,1137,1,1,,1847,1847,20.1222,straight
2.0547,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0160,-0.0245,36.7427,1200.0000,1182.2247,1144.2900,1.0000,1163,1137,1,1,,1847,1847,20.0076,straight
2.0752,0.0204,run,2.0000,-2.0000,0.0085,-0.0000,0.0114,-0.0199,37.9719,1200.0000,1177.4086,1146.6475,1.0000,1163,1137,1,1,,1847,1847,20.4019,straight
2.1042,0.0292,run,2.0000,-2.0000,0.0085,-0.0000,0.0072,-0.0157,37.4246,1200.0000,1174.7155,1150.4352,1.0000,2,0,1,1,,4720,4720,29.1921,straight
2.1243,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0051,-0.0136,36.4004,1200.0000,1174.1526,1153.0467,1.0000,2,0,1,1,,4720,4720,20.0269,straight
2.1445,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0036,-0.0122,35.0066,1200.0000,1174.4055,1155.5813,1.0000,2,0,1,1,,4720,4720,20.2145,straight
2.1645,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0026,-0.0111,33.4674,1200.0000,1175.1381,1157.9270,1.0000,2,0,1,1,,4720,4720,20.0091,straight
2.1847,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0019,-0.0104,31.8834,1200.0000,1176.1434,1160.0897,1.0000,2,0,1,1,,4720,4720,20.1408,straight
2.2081,0.0232,run,2.0000,-2.0000,0.0085,-0.0000,0.0013,-0.0098,30.1250,1200.0000,1177.4463,1162.3038,1.0000,2,0,1,1,,4720,4720,23.2171,straight
2.2250,0.0172,run,2.0000,-2.0000,0.0085,-0.0000,0.0009,-0.0095,28.8907,1200.0000,1178.4299,1163.7888,1.0000,2,0,1,1,,4720,4720,17.1621,straight
2.2451,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0007,-0.0092,27.5595,1200.0000,1179.5516,1165.3294,1.0000,2,0,1,1,,4720,4720,20.1000,straight
2.2652,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0005,-0.0090,26.3551,1200.0000,1180.6069,1166.6830,1.0000,2,0,1,1,,4720,4720,20.0611,straight
2.2852,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0003,-0.0089,25.2759,1200.0000,1181.5796,1167.8686,1.0000,2,0,1,1,,4720,4720,20.0623,straight
2.3077,0.0224,run,2.0000,-2.0000,0.0085,-0.0000,0.0002,-0.0088,24.2204,1200.0000,1182.5530,1169.0062,1.0000,0,0,1,1,,4720,4720,22.4045,straight
2.3277,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0002,-0.0087,23.3872,1200.0000,1183.3337,1169.8919,1.0000,0,0,1,1,,4720,4720,20.0674,straight
2.3478,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0001,-0.0086,22.6560,1200.0000,1184.0274,1170.6606,1.0000,0,0,1,1,,4720,4720,20.0905,straight
2.3679,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0001,-0.0086,22.0173,1200.0000,1184.6394,1171.3260,1.0000,0,0,1,1,,4720,4720,20.1093,straight
2.3880,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0001,-0.0086,21.4615,1200.0000,1185.1761,1171.9009,1.0000,0,0,1,1,,4720,4720,20.1191,straight
2.4081,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0086,20.9804,1200.0000,1185.6436,1172.3956,1.0000,0,0,1,1,,4720,4720,20.0794,straight
2.4283,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0086,20.5625,1200.0000,1186.0517,1172.8232,1.0000,0,0,1,1,,4720,4720,20.1535,straight
2.4483,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,20.2038,1200.0000,1186.4036,1173.1888,1.0000,0,0,1,1,,4720,4720,20.0185,straight
2.4684,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,19.8929,1200.0000,1186.7096,1173.5047,1.0000,0,0,1,1,,4720,4720,20.1132,straight
2.4885,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,19.6247,1200.0000,1186.9742,1173.7764,1.0000,0,0,1,1,,4720,4720,20.1465,straight
2.5113,0.0228,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,19.3685,1200.0000,1187.2277,1174.0354,1.0000,0,0,1,1,,4720,4720,22.7767,straight
2.5315,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,19.1733,1200.0000,1187.4212,1174.2323,1.0000,0,0,1,1,,4720,4720,20.1900,straight
2.5514,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,19.0073,1200.0000,1187.5859,1174.3995,1.0000,0,0,1,1,,4720,4720,19.9609,straight
2.5715,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.8637,1200.0000,1187.7286,1174.5440,1.0000,0,0,1,1,,4720,4720,20.1112,straight
2.5917,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.7402,1200.0000,1187.8515,1174.6681,1.0000,0,0,1,1,,4720,4720,20.1460,straight
2.6122,0.0205,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.6327,1200.0000,1187.9586,1174.7761,1.0000,0,0,1,1,,4720,4720,20.5120,straight
2.6323,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.5423,1200.0000,1188.0486,1174.8667,1.0000,0,0,1,1,,4720,4720,20.0790,straight
2.6524,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.4648,1200.0000,1188.1259,1174.9444,1.0000,0,0,1,1,,4720,4720,20.0770,straight
2.6725,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.3984,1200.0000,1188.1922,1175.0111,1.0000,0,0,1,1,,4720,4720,20.0886,straight
2.6925,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.3415,1200.0000,1188.2490,1175.0681,1.0000,0,0,1,1,,4720,4720,20.0450,straight
2.7155,0.0230,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.2866,1200.0000,1188.3038,1175.1231,1.0000,0,0,1,1,,4720,4720,23.0327,straight
2.7355,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.2456,1200.0000,1188.3447,1175.1641,1.0000,0,0,1,1,,4720,4720,20.0347,straight
2.7557,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.2104,1200.0000,1188.3799,1175.1994,1.0000,0,0,1,1,,4720,4720,20.1428,straight
2.7759,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.1802,1200.0000,1188.4100,1175.2296,1.0000,0,0,1,1,,4720,4720,20.1197,straight
2.7959,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.1544,1200.0000,1188.4358,1175.2554,1.0000,0,0,1,1,,4720,4720,20.0720,straight
2.8160,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.1323,1200.0000,1188.4579,1175.2775,1.0000,0,0,1,1,,4720,4720,20.1119,straight
2.8361,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.1133,1200.0000,1188.4769,1175.2965,1.0000,0,0,1,1,,4720,4720,20.0883,straight
2.8561,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0971,1200.0000,1188.4931,1175.3127,1.0000,0,0,1,1,,4720,4720,20.0375,straight
2.8762,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0832,1200.0000,1188.5070,1175.3266,1.0000,0,0,1,1,,4720,4720,20.0776,straight
2.8962,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0713,1200.0000,1188.5189,1175.3385,1.0000,0,0,1,1,,4720,4720,20.0431,straight
2.9184,0.0222,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0602,1200.0000,1188.5300,1175.3497,1.0000,0,0,1,1,,4720,4720,22.2104,straight
2.9385,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0515,1200.0000,1188.5386,1175.3583,1.0000,0,0,1,1,,4720,4720,20.0789,straight
2.9586,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0441,1200.0000,1188.5460,1175.3657,1.0000,0,0,1,1,,4720,4720,20.1102,straight
2.9788,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0378,1200.0000,1188.5524,1175.3720,1.0000,0,0,1,1,,4720,4720,20.1425,straight
