# profile=agv-01 K_RATIO=11.3 KD=0.94 KI=0.0 TAU_D=0.05 AUTO_RPM=1200.0 zeta=0.294 6083h=2000 6084h=3000 sw_ramp=1000.0 DRY_RUN=False
t,dt,state,e_mm,e_used,p,i,d,omega_cmd,speed_red,v_base,n_l,n_r,sat_scale,rpm_l,rpm_r,has_track,n_tracks,guard,sw_l,sw_r,loop_ms,branch
5.9090,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0555,straight
5.9292,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1092,straight
5.9494,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1971,straight
5.9735,0.0242,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,24.2125,straight
5.9937,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1374,straight
6.0141,0.0204,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.4108,straight
6.0340,0.0199,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,19.8514,straight
6.0540,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0216,straight
6.0741,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1286,straight
6.0942,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0827,straight
6.1141,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0254,straight
6.1343,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1400,straight
6.1545,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1293,straight
6.1771,0.0226,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,22.6224,straight
6.1972,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0829,straight
6.2175,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.2477,straight
6.2375,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0705,straight
6.2575,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,19.9964,straight
6.2777,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1449,straight
6.2977,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0488,straight
6.3179,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1580,straight
6.3378,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,19.9938,straight
6.3579,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0838,straight
6.3814,0.0234,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,23.4295,straight
6.4013,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,19.9940,straight
6.4215,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1723,straight
6.4416,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0678,straight
6.4616,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0640,straight
6.4818,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1430,straight
6.5020,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1548,straight
6.5222,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.2198,straight
6.5422,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,19.9685,straight
6.5622,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0960,straight
6.5845,0.0223,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,22.3144,straight
6.6048,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.2015,straight
6.6249,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0810,straight
6.6449,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0323,straight
6.6650,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1294,straight
6.6851,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0911,straight
6.7052,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0752,straight
6.7254,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1769,straight
6.7453,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,19.9692,straight
6.7655,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.2017,straight
6.7883,0.0228,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,22.7909,straight
6.8084,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0957,straight
6.8285,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1428,straight
6.8485,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0091,straight
6.8686,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1022,straight
6.8887,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0919,straight
6.9088,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0669,straight
6.9288,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0809,straight
6.9489,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0731,straight
6.9690,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1186,straight
6.9909,0.0219,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,21.9053,straight
7.0111,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1548,straight
7.0313,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1358,straight
7.0513,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0104,straight
7.0713,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0632,straight
7.0914,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1153,straight
7.1116,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1652,straight
7.1318,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.2233,straight
7.1519,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0215,straight
7.1720,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1107,straight
7.1948,0.0227,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,22.7090,straight
7.2150,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.2271,straight
7.2350,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0646,straight
7.2550,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0182,straight
7.2752,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1162,straight
7.2952,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0778,straight
7.3153,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0754,straight
7.3355,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1562,straight
7.3554,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0030,straight
7.3755,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1080,straight
7.4003,0.0249,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,24.8563,straight
7.4190,0.0186,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,18.5660,straight
7.4390,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0018,straight
7.4590,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0247,straight
7.4790,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0610,straight
7.4992,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1284,straight
7.5194,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1567,straight
7.5395,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1827,straight
7.5595,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0026,straight
7.5796,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0625,straight
7.6012,0.0216,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,21.5911,straight
7.6225,0.0214,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,21.4150,straight
7.6426,0.0199,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,19.9480,straight
7.6626,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0216,straight
7.6827,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1048,straight
7.7027,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0894,straight
7.7228,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0396,straight
7.7428,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0710,straight
7.7629,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1027,straight
7.7831,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1245,straight
7.8053,0.0222,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,22.2197,straight
7.8252,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,19.9770,straight
7.8455,0.0202,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1813,straight
7.8655,0.0200,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0425,straight
7.8854,0.0200,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0344,straight
7.9059,0.0203,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.3128,straight
7.9259,0.0200,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0318,straight
7.9459,0.0200,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0494,straight
7.9661,0.0202,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1652,straight
7.9863,0.0202,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1647,straight
8.0108,0.0245,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,24.5362,straight
8.0311,0.0202,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1968,straight
8.0510,0.0200,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0088,straight
8.0714,0.0203,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.3159,straight
8.0914,0.0200,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,19.9971,straight
8.1116,0.0203,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.3200,straight
8.1312,0.0197,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,19.7312,straight
8.1518,0.0204,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.3611,straight
8.1718,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0507,straight
8.1918,0.0200,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0405,straight
8.2156,0.0238,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,23.7885,straight
8.2358,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1401,straight
8.2559,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1427,straight
8.2759,0.0200,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0019,straight
8.2960,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1314,straight
8.3161,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0591,straight
8.3361,0.0200,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0467,straight
8.3563,0.0202,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1642,straight
8.3763,0.0200,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0367,straight
8.3999,0.0233,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,23.3172,straight
8.4215,0.0219,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,21.8563,straight
8.4416,0.0200,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0401,straight
8.4616,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0615,straight
8.4817,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1095,straight
8.5018,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1031,straight
8.5222,0.0203,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.3083,straight
8.5420,0.0199,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,19.9012,straight
8.5621,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0834,straight
8.5822,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1040,straight
8.6022,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0842,straight
8.6241,0.0218,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,21.7736,straight
8.6441,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0802,straight
8.6642,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0514,straight
8.6843,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1125,straight
8.7044,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1000,straight
8.7246,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1355,straight
8.7445,0.0200,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,19.9881,straight
8.7646,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1185,straight
8.7847,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0963,straight
8.8048,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0990,straight
8.8270,0.0222,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,22.1917,straight
