# profile=agv-01 blind run: 1 segment(s) at 637 r/min reference, 1080000 counts per wheel turn
t,dt,phase,segment,tgt_l_m,tgt_r_m,prog_l_m,prog_r_m,cnt_l,cnt_r,n_l,n_r,rpm_l,rpm_r,x_m,y_m,heading_deg,speed_mps,e_mm,has_track,loop_ms
6.9425,0.0200,settling,1,1.0000,1.0000,0.9993,0.9993,9591029,9827807,0.0000,0.0000,84,83,0.9993,0.0000,0.0069,0.0000,70,1,20.0048
6.9613,0.0199,settling,1,1.0000,1.0000,0.9995,0.9996,9591487,9828244,0.0000,0.0000,84,83,0.9995,0.0000,0.0056,0.0000,69,1,19.9489
6.9817,0.0202,settling,1,1.0000,1.0000,0.9995,0.9996,9591549,9828325,0.0000,0.0000,84,83,0.9996,0.0000,0.0068,0.0000,67,1,20.2071
7.0017,0.0201,settling,1,1.0000,1.0000,0.9995,0.9996,9591555,9828339,0.0000,0.0000,84,83,0.9996,0.0000,0.0073,0.0000,68,1,20.0655
7.0218,0.0200,settling,1,1.0000,1.0000,0.9996,0.9996,9591590,9828355,0.0000,0.0000,84,83,0.9996,0.0000,0.0061,0.0000,71,1,20.0070
7.0513,0.0287,settling,1,1.0000,1.0000,0.9996,0.9996,9591578,9828352,0.0000,0.0000,1,0,0.9996,0.0000,0.0067,0.0000,68,1,28.7011
7.0705,0.0201,settling,1,1.0000,1.0000,0.9996,0.9996,9591571,9828351,0.0000,0.0000,1,0,0.9996,0.0000,0.0070,0.0000,70,1,20.0829
7.0906,0.0201,settling,1,1.0000,1.0000,0.9996,0.9996,9591562,9828347,0.0000,0.0000,1,0,0.9996,0.0000,0.0073,0.0000,69,1,20.1288
7.1109,0.0200,settling,1,1.0000,1.0000,0.9996,0.9996,9591560,9828347,0.0000,0.0000,1,0,0.9996,0.0000,0.0075,0.0000,70,1,20.0455
7.1309,0.0201,settling,1,1.0000,1.0000,0.9996,0.9996,9591560,9828347,0.0000,0.0000,1,0,0.9996,0.0000,0.0075,0.0000,70,1,20.1355
7.1539,0.0235,settling,1,1.0000,1.0000,0.9996,0.9996,9591559,9828349,0.0000,0.0000,1,0,0.9996,0.0000,0.0076,0.0000,69,1,23.4539
7.1714,0.0169,settling,1,1.0000,1.0000,0.9996,0.9996,9591560,9828346,0.0000,0.0000,1,0,0.9996,0.0000,0.0074,0.0000,69,1,16.9357
7.1913,0.0201,settling,1,1.0000,1.0000,0.9996,0.9996,9591559,9828346,0.0000,0.0000,1,0,0.9996,0.0000,0.0075,0.0000,69,1,20.1204
7.2113,0.0200,settling,1,1.0000,1.0000,0.9996,0.9996,9591560,9828346,0.0000,0.0000,1,0,0.9996,0.0000,0.0074,0.0000,71,1,19.9655
7.2339,0.0231,settling,1,1.0000,1.0000,0.9995,0.9996,9591555,9828345,0.0000,0.0000,1,0,0.9996,0.0000,0.0076,0.0000,69,1,23.0884
7.2615,0.0273,settling,1,1.0000,1.0000,0.9996,0.9996,9591559,9828351,0.0000,0.0000,0,0,0.9996,0.0000,0.0078,0.0000,71,1,27.3199
7.2818,0.0202,settling,1,1.0000,1.0000,0.9995,0.9996,9591556,9828347,0.0000,0.0000,0,0,0.9996,0.0000,0.0077,0.0000,71,1,20.1984
7.3020,0.0202,settling,1,1.0000,1.0000,0.9996,0.9996,9591560,9828348,0.0000,0.0000,0,0,0.9996,0.0000,0.0075,0.0000,71,1,20.1554
7.3220,0.0201,settling,1,1.0000,1.0000,0.9996,0.9996,9591559,9828349,0.0000,0.0000,0,0,0.9996,0.0000,0.0076,0.0000,70,1,20.0914
7.3423,0.0201,settling,1,1.0000,1.0000,0.9996,0.9996,9591559,9828347,0.0000,0.0000,0,0,0.9996,0.0000,0.0075,0.0000,69,1,20.0829
7.3622,0.0200,settling,1,1.0000,1.0000,0.9995,0.9996,9591556,9828344,0.0000,0.0000,0,0,0.9996,0.0000,0.0075,0.0000,69,1,20.0234
7.3825,0.0202,settling,1,1.0000,1.0000,0.9996,0.9996,9591560,9828346,0.0000,0.0000,0,0,0.9996,0.0000,0.0074,0.0000,71,1,20.2118
7.4025,0.0201,settling,1,1.0000,1.0000,0.9995,0.9996,9591554,9828344,0.0000,0.0000,0,0,0.9996,0.0000,0.0076,0.0000,70,1,20.0586
7.4230,0.0204,settling,1,1.0000,1.0000,0.9996,0.9996,9591559,9828346,0.0000,0.0000,0,0,0.9996,0.0000,0.0075,0.0000,69,1,20.4093
7.4425,0.0197,settling,1,1.0000,1.0000,0.9996,0.9996,9591559,9828344,0.0000,0.0000,0,0,0.9996,0.0000,0.0073,0.0000,69,1,19.7096
7.4715,0.0287,settling,1,1.0000,1.0000,0.9995,0.9996,9591556,9828347,0.0000,0.0000,0,0,0.9996,0.0000,0.0077,0.0000,72,1,28.6509
7.4915,0.0201,settling,1,1.0000,1.0000,0.9996,0.9996,9591559,9828347,0.0000,0.0000,0,0,0.9996,0.0000,0.0075,0.0000,69,1,20.1298
7.5118,0.0200,settling,1,1.0000,1.0000,0.9996,0.9996,9591560,9828349,0.0000,0.0000,0,0,0.9996,0.0000,0.0076,0.0000,69,1,20.0426
7.5325,0.0201,done,1,1.0000,1.0000,0.9996,0.9996,9591559,9828347,0.0000,0.0000,0,0,0.9996,0.0000,0.0075,0.0000,70,1,20.1195
