# profile=agv-01 K_RATIO=11.3 KD=0.94 KI=0.0 TAU_D=0.05 AUTO_RPM=1200.0 AUTO_SLOW_RPM=800.0 zeta=0.294 6083h=2000 6084h=3000 sw_ramp=1000.0 DRY_RUN=False
t,dt,state,e_mm,e_used,p,i,d,omega_cmd,speed_red,v_base,n_l,n_r,sat_scale,rpm_l,rpm_r,has_track,n_tracks,guard,sw_l,sw_r,loop_ms,branch,slow
10.6919,0.0201,run,-46.0000,46.0000,-0.1306,-0.0000,-0.0035,0.1342,280.6976,800.0000,415.5178,623.0870,1.0000,425,622,1,2,,1847,1847,20.0811,left,1
10.7120,0.0201,run,-46.0000,46.0000,-0.1306,-0.0000,-0.0025,0.1332,280.6014,800.0000,416.3977,622.3995,1.0000,425,622,1,2,,1847,1847,20.0765,left,1
10.7321,0.0201,run,-46.0000,46.0000,-0.1306,-0.0000,-0.0018,0.1324,280.3533,800.0000,417.2056,622.0879,1.0000,425,622,1,2,,1847,1847,20.1040,left,1
10.7522,0.0202,run,-46.0000,46.0000,-0.1306,-0.0000,-0.0013,0.1319,280.0212,800.0000,417.9379,622.0198,1.0000,425,622,1,2,,1847,1847,20.1774,left,1
10.7723,0.0201,run,-46.0000,46.0000,-0.1306,-0.0000,-0.0009,0.1316,279.6541,800.0000,418.5891,622.1027,1.0000,425,622,1,2,,1847,1847,20.0768,left,1
10.7925,0.0202,run,-46.0000,46.0000,-0.1306,-0.0000,-0.0007,0.1313,279.2781,800.0000,419.1684,622.2753,1.0000,425,622,1,2,,1847,1847,20.1606,left,1
10.8126,0.0201,run,-46.0000,46.0000,-0.1306,-0.0000,-0.0005,0.1311,278.9143,800.0000,419.6769,622.4945,1.0000,417,625,1,2,,1847,1847,20.0995,left,1
10.8326,0.0200,run,-46.0000,46.0000,-0.1306,-0.0000,-0.0003,0.1310,278.5735,800.0000,420.1204,622.7325,1.0000,417,625,1,2,,1847,1847,20.0093,left,1
10.8527,0.0201,run,-46.0000,46.0000,-0.1306,-0.0000,-0.0002,0.1309,278.2585,800.0000,420.5091,622.9738,1.0000,417,625,1,2,,1847,1847,20.1008,left,1
10.8727,0.0201,run,-45.0000,45.0000,-0.1278,-0.0000,0.0132,0.1146,280.1038,800.0000,431.2901,608.5023,1.0000,417,625,1,2,,1847,1847,20.0665,left,1
10.8928,0.0201,run,-45.0000,45.0000,-0.1278,-0.0000,0.0095,0.1183,280.8173,800.0000,427.6404,610.7249,1.0000,417,625,1,2,,1847,1847,20.0828,left,1
10.9130,0.0202,run,-45.0000,45.0000,-0.1278,-0.0000,0.0067,0.1211,280.8070,800.0000,425.5492,612.8368,1.0000,417,625,1,2,,1847,1847,20.1737,left,1
10.9331,0.0200,run,-45.0000,45.0000,-0.1278,-0.0000,0.0048,0.1230,280.3581,800.0000,424.5076,614.7762,1.0000,417,625,1,2,,1847,1847,20.0434,left,1
10.9531,0.0201,run,-45.0000,45.0000,-0.1278,-0.0000,0.0034,0.1244,279.6585,800.0000,424.1425,616.5405,1.0000,417,625,1,2,,1847,1847,20.0635,left,1
10.9733,0.0201,run,-45.0000,45.0000,-0.1278,-0.0000,0.0024,0.1254,278.8316,800.0000,424.2077,618.1290,1.0000,417,625,1,2,,1847,1847,20.1312,left,1
10.9934,0.0201,run,-45.0000,45.0000,-0.1278,-0.0000,0.0017,0.1261,277.9630,800.0000,424.5335,619.5405,1.0000,417,625,1,2,,1847,1847,20.1218,left,1
11.0135,0.0201,run,-45.0000,45.0000,-0.1278,-0.0000,0.0012,0.1266,277.1056,800.0000,425.0042,620.7846,1.0000,425,614,1,2,,1847,1847,20.0937,left,1
11.0335,0.0201,run,-45.0000,45.0000,-0.1278,-0.0000,0.0009,0.1269,276.2907,800.0000,425.5435,621.8750,1.0000,425,614,1,2,,1847,1847,20.0614,left,1
11.0536,0.0201,run,-45.0000,45.0000,-0.1278,-0.0000,0.0006,0.1272,275.5337,800.0000,426.1038,622.8288,1.0000,425,614,1,2,,1847,1847,20.0857,left,1
11.0737,0.0201,run,-45.0000,45.0000,-0.1278,-0.0000,0.0005,0.1273,274.8441,800.0000,426.6531,623.6588,1.0000,425,614,1,2,,1847,1847,20.0718,left,1
11.0937,0.0200,run,-45.0000,45.0000,-0.1278,-0.0000,0.0003,0.1275,274.2243,800.0000,427.1728,624.3786,1.0000,425,614,1,2,,1847,1847,20.0478,left,1
11.1139,0.0201,run,-44.0000,44.0000,-0.1250,-0.0000,0.0136,0.1113,275.8806,800.0000,438.0105,610.2282,1.0000,425,614,1,2,,1847,1847,20.1216,left,1
11.1340,0.0201,run,-44.0000,44.0000,-0.1250,-0.0000,0.0097,0.1152,276.4026,800.0000,434.4631,612.7317,1.0000,425,614,1,2,,1847,1847,20.1121,left,1
11.1540,0.0201,run,-44.0000,44.0000,-0.1250,-0.0000,0.0069,0.1180,276.2119,800.0000,432.4992,615.0769,1.0000,425,614,1,2,,1847,1847,20.0726,left,1
11.1743,0.0202,run,-44.0000,44.0000,-0.1250,-0.0000,0.0049,0.1200,275.5883,800.0000,431.5781,617.2453,1.0000,425,614,1,2,,1847,1847,20.2085,left,1
11.1941,0.0199,run,-44.0000,44.0000,-0.1250,-0.0000,0.0035,0.1214,274.7403,800.0000,431.3364,619.1829,1.0000,425,614,1,2,,1847,1847,19.9393,left,1
11.2144,0.0202,run,-44.0000,44.0000,-0.1250,-0.0000,0.0025,0.1224,273.7709,800.0000,431.5193,620.9389,1.0000,432,611,1,2,,1847,1847,20.2096,left,1
11.2346,0.0202,run,-43.0000,43.0000,-0.1221,-0.0000,0.0152,0.1069,274.9892,800.0000,442.2993,607.7224,1.0000,432,611,1,2,,1847,1847,20.1755,left,1
11.2547,0.0201,run,-43.0000,43.0000,-0.1221,-0.0000,0.0108,0.1113,275.0317,800.0000,438.8881,611.0485,1.0000,432,611,1,2,,1847,1847,20.1023,left,1
11.2747,0.0200,run,-43.0000,43.0000,-0.1221,-0.0000,0.0077,0.1144,274.3631,800.0000,437.1638,614.1100,1.0000,432,611,1,2,,1847,1847,19.9876,left,1
11.2949,0.0202,run,-43.0000,43.0000,-0.1221,-0.0000,0.0055,0.1166,273.2757,800.0000,436.5315,616.9170,1.0000,432,611,1,2,,1847,1847,20.1545,left,1
11.3149,0.0200,run,-43.0000,43.0000,-0.1221,-0.0000,0.0039,0.1182,271.9884,800.0000,436.5979,619.4252,1.0000,432,611,1,2,,1847,1847,20.0461,left,1
11.3351,0.0202,run,-43.0000,43.0000,-0.1221,-0.0000,0.0028,0.1193,270.6202,800.0000,437.0910,621.6686,1.0000,432,611,1,2,,1847,1847,20.1630,left,1
11.3551,0.0200,run,-43.0000,43.0000,-0.1221,-0.0000,0.0020,0.1201,269.2726,800.0000,437.8180,623.6368,1.0000,432,611,1,2,,1847,1847,20.0242,left,1
11.3751,0.0201,run,-43.0000,43.0000,-0.1221,-0.0000,0.0014,0.1207,267.9836,800.0000,438.6630,625.3698,1.0000,432,611,1,2,,1847,1847,20.0813,left,1
11.3960,0.0209,run,-43.0000,43.0000,-0.1221,-0.0000,0.0010,0.1211,266.7439,800.0000,439.5773,626.9349,1.0000,432,611,1,2,,1847,1847,20.8519,left,1
11.4157,0.0197,run,-42.0000,42.0000,-0.1193,-0.0000,0.0142,0.1051,267.8624,800.0000,450.8649,613.4103,1.0000,441,627,1,2,,1847,1847,19.7108,left,1
11.4358,0.0201,run,-42.0000,42.0000,-0.1193,-0.0000,0.0101,0.1091,267.9081,800.0000,447.6733,616.5105,1.0000,441,627,1,2,,1847,1847,20.0542,left,1
11.4558,0.0201,run,-42.0000,42.0000,-0.1193,-0.0000,0.0072,0.1120,267.2841,800.0000,446.0521,619.3797,1.0000,441,627,1,2,,1847,1847,20.0517,left,1
11.4759,0.0201,run,-42.0000,42.0000,-0.1193,-0.0000,0.0052,0.1141,266.2750,800.0000,445.4576,621.9924,1.0000,441,627,1,2,,1847,1847,20.0707,left,1
11.4960,0.0201,run,-42.0000,42.0000,-0.1193,-0.0000,0.0037,0.1156,265.0696,800.0000,445.5171,624.3438,1.0000,441,627,1,2,,1847,1847,20.1122,left,1
11.5161,0.0201,run,-41.0000,41.0000,-0.1164,-0.0000,0.0160,0.1004,266.0048,800.0000,456.3293,611.6612,1.0000,441,627,1,2,,1847,1847,20.1255,left,1
11.5362,0.0201,run,-41.0000,41.0000,-0.1164,-0.0000,0.0114,0.1050,265.7540,800.0000,453.0288,615.4632,1.0000,441,627,1,2,,1847,1847,20.0674,left,1
11.5563,0.0201,run,-41.0000,41.0000,-0.1164,-0.0000,0.0082,0.1083,264.7878,800.0000,451.4577,618.9667,1.0000,441,627,1,2,,1847,1847,20.1021,left,1
11.5764,0.0201,run,-41.0000,41.0000,-0.1164,-0.0000,0.0058,0.1106,263.4220,800.0000,451.0117,622.1443,1.0000,441,627,1,2,,1847,1847,20.1345,left,1
11.5964,0.0200,run,-41.0000,41.0000,-0.1164,-0.0000,0.0042,0.1123,261.8779,800.0000,451.2689,624.9753,1.0000,441,627,1,2,,1847,1847,20.0302,left,1
11.6203,0.0240,run,-40.0000,40.0000,-0.1136,-0.0000,0.0155,0.0981,262.3580,800.0000,461.7765,613.5074,1.0000,452,623,1,2,,1847,1847,23.9544,left,1
11.6407,0.0203,run,-40.0000,40.0000,-0.1136,-0.0000,0.0110,0.1026,261.6741,800.0000,458.9994,617.6524,1.0000,452,623,1,2,,1847,1847,20.2584,left,1
11.6608,0.0201,run,-40.0000,40.0000,-0.1136,-0.0000,0.0079,0.1057,260.3709,800.0000,457.8564,621.4019,1.0000,452,623,1,2,,1847,1847,20.0645,left,1
11.6809,0.0201,run,-40.0000,40.0000,-0.1136,-0.0000,0.0056,0.1080,258.7312,800.0000,457.7452,624.7923,1.0000,452,623,1,2,,1847,1847,20.1452,left,1
11.7012,0.0201,run,-39.0000,39.0000,-0.1108,-0.0000,0.0174,0.0933,259.1715,800.0000,468.6334,613.0236,1.0000,452,623,1,2,,1847,1847,20.0712,left,1
11.7210,0.0201,run,-39.0000,39.0000,-0.1108,-0.0000,0.0124,0.0983,258.4075,800.0000,465.5371,617.6480,1.0000,452,623,1,2,,1847,1847,20.0709,left,1
11.7411,0.0201,run,-39.0000,39.0000,-0.1108,-0.0000,0.0089,0.1019,256.9372,800.0000,464.2513,621.8744,1.0000,452,623,1,2,,1847,1847,20.0867,left,1
11.7611,0.0201,run,-38.0000,38.0000,-0.1079,-0.0000,0.0197,0.0882,257.3050,800.0000,474.4900,610.9000,1.0000,452,623,1,2,,1847,1847,20.0777,left,1
11.7813,0.0201,run,-38.0000,38.0000,-0.1079,-0.0000,0.0141,0.0938,256.3206,800.0000,471.0892,616.2696,1.0000,452,623,1,2,,1847,1847,20.1431,left,1
11.8022,0.0207,run,-38.0000,38.0000,-0.1079,-0.0000,0.0100,0.0980,254.4929,800.0000,469.7322,621.2821,1.0000,452,623,1,2,,1847,1847,20.6787,left,1
11.8283,0.0263,run,-38.0000,38.0000,-0.1079,-0.0000,0.0065,0.1014,251.6025,800.0000,469.9687,626.8263,1.0000,472,618,1,2,,1847,1847,26.2937,left,1
11.8484,0.0201,run,-37.0000,37.0000,-0.1051,-0.0000,0.0181,0.0870,251.4936,800.0000,481.2083,615.8045,1.0000,472,618,1,2,,1847,1847,20.0554,left,1
11.8684,0.0201,run,-37.0000,37.0000,-0.1051,-0.0000,0.0129,0.0922,250.2164,800.0000,478.4808,621.0863,1.0000,472,618,1,2,,1847,1847,20.0718,left,1
11.8884,0.0200,run,-37.0000,37.0000,-0.1051,-0.0000,0.0092,0.0959,248.2806,800.0000,477.5619,625.8770,1.0000,472,618,1,2,,1847,1847,20.0445,left,1
11.9086,0.0201,run,-36.0000,36.0000,-0.1022,-0.0000,0.0200,0.0823,248.2202,800.0000,488.1414,615.4181,1.0000,472,618,1,2,,1847,1847,20.1352,left,1
11.9287,0.0201,run,-36.0000,36.0000,-0.1022,-0.0000,0.0142,0.0880,246.8608,800.0000,485.0769,621.2015,1.0000,472,618,1,2,,1847,1847,20.0731,left,1
11.9487,0.0201,run,-36.0000,36.0000,-0.1022,-0.0000,0.0102,0.0921,244.7614,800.0000,484.0182,626.4589,1.0000,472,618,1,2,,1847,1847,20.0852,left,1
11.9689,0.0201,run,-35.0000,35.0000,-0.0994,-0.0000,0.0207,0.0787,244.5024,800.0000,494.5875,616.4078,1.0000,472,618,1,2,,1847,1847,20.1196,left,1
11.9889,0.0201,run,-35.0000,35.0000,-0.0994,-0.0000,0.0147,0.0847,242.9277,800.0000,491.5855,622.5590,1.0000,472,618,1,2,,1847,1847,20.0753,left,1
12.0091,0.0202,run,-35.0000,35.0000,-0.0994,-0.0000,0.0105,0.0889,240.5997,800.0000,490.6363,628.1643,1.0000,472,618,1,2,,1847,1847,20.1773,left,1
12.0363,0.0271,run,-34.0000,34.0000,-0.0966,-0.0000,0.0190,0.0776,239.4390,800.0000,500.5626,620.5593,1.0000,492,626,1,2,,1847,1847,27.1364,left,1
12.0564,0.0201,run,-34.0000,34.0000,-0.0966,-0.0000,0.0136,0.0830,237.4606,800.0000,498.3343,626.7444,1.0000,492,626,1,2,,1847,1847,20.0635,left,1
12.0764,0.0201,run,-34.0000,34.0000,-0.0966,-0.0000,0.0097,0.0869,234.8749,800.0000,497.9154,632.3349,1.0000,492,626,1,2,,1847,1847,20.0887,left,1
12.0965,0.0201,run,-33.0000,33.0000,-0.0937,-0.0000,0.0203,0.0734,234.2360,800.0000,508.9851,622.5430,1.0000,492,626,1,2,,1847,1847,20.0713,left,1
12.1166,0.0201,run,-33.0000,33.0000,-0.0937,-0.0000,0.0145,0.0792,232.3556,800.0000,506.3616,628.9272,1.0000,492,626,1,2,,1847,1847,20.0906,left,1
12.1366,0.0201,run,-33.0000,33.0000,-0.0937,-0.0000,0.0103,0.0834,229.7966,800.0000,505.7095,634.6974,1.0000,492,626,1,2,,1847,1847,20.0752,left,1
12.1568,0.0201,run,-33.0000,33.0000,-0.0937,-0.0000,0.0074,0.0863,226.9211,800.0000,506.2906,639.8673,1.0000,492,626,1,2,,1847,1847,20.1144,left,1
12.1768,0.0201,run,-32.0000,32.0000,-0.0909,-0.0000,0.0187,0.0722,226.1877,800.0000,517.9634,629.6612,1.0000,492,626,1,2,,1847,1847,20.0709,left,1
12.1969,0.0201,run,-32.0000,32.0000,-0.0909,-0.0000,0.0133,0.0775,224.3383,800.0000,515.6775,635.6459,1.0000,492,626,1,2,,1847,1847,20.0532,left,1
12.2171,0.0202,run,-32.0000,32.0000,-0.0909,-0.0000,0.0095,0.0814,221.8647,800.0000,515.1863,641.0843,1.0000,492,626,1,2,,1847,1847,20.1795,left,1
12.2449,0.0278,run,-31.0000,31.0000,-0.0880,-0.0000,0.0182,0.0698,220.5801,800.0000,525.3929,633.4469,1.0000,514,638,1,2,,1847,1847,27.7742,left,1
12.2650,0.0201,run,-31.0000,31.0000,-0.0880,-0.0000,0.0130,0.0751,218.5949,800.0000,523.3494,639.4607,1.0000,514,638,1,2,,1847,1847,20.0576,left,1
12.2852,0.0202,run,-31.0000,31.0000,-0.0880,-0.0000,0.0092,0.0788,216.0250,800.0000,523.0297,644.9203,1.0000,514,638,1,2,,1847,1847,20.1986,left,1
12.3053,0.0200,run,-31.0000,31.0000,-0.0880,-0.0000,0.0066,0.0814,213.2365,800.0000,523.7719,649.7551,1.0000,514,638,1,2,,1847,1847,20.0356,left,1
12.3252,0.0201,run,-30.0000,30.0000,-0.0852,-0.0000,0.0181,0.0671,212.6201,800.0000,535.5020,639.2577,1.0000,514,638,1,2,,1847,1847,20.0540,left,1
12.3453,0.0201,run,-30.0000,30.0000,-0.0852,-0.0000,0.0129,0.0723,210.8996,800.0000,533.2001,645.0007,1.0000,514,638,1,2,,1847,1847,20.1097,left,1
12.3659,0.0203,run,-29.0000,29.0000,-0.0824,-0.0000,0.0226,0.0598,210.7731,800.0000,542.9838,635.4700,1.0000,514,638,1,2,,1847,1847,20.2761,left,1
12.3856,0.0200,run,-29.0000,29.0000,-0.0824,-0.0000,0.0161,0.0662,209.1978,800.0000,539.5730,642.0314,1.0000,514,638,1,2,,1847,1847,19.9833,left,1
12.4057,0.0201,run,-29.0000,29.0000,-0.0824,-0.0000,0.0115,0.0709,206.7792,800.0000,538.4121,648.0296,1.0000,514,638,1,2,,1847,1847,20.1186,left,1
12.4256,0.0200,run,-28.0000,28.0000,-0.0795,-0.0000,0.0216,0.0579,206.1712,800.0000,549.0568,638.6008,1.0000,514,638,1,2,,1847,1847,20.0214,left,1
12.4522,0.0265,run,-28.0000,28.0000,-0.0795,-0.0000,0.0141,0.0654,203.3479,800.0000,546.0819,647.2222,1.0000,546,639,1,2,,1847,1847,26.5045,left,1
12.4723,0.0201,run,-28.0000,28.0000,-0.0795,-0.0000,0.0101,0.0694,200.5906,800.0000,545.7065,653.1123,1.0000,546,639,1,2,,1847,1847,20.0680,left,1
12.4923,0.0200,run,-27.0000,27.0000,-0.0767,-0.0000,0.0206,0.0561,199.7770,800.0000,556.8625,643.5835,1.0000,546,639,1,2,,1847,1847,20.0490,left,1
12.5126,0.0202,run,-27.0000,27.0000,-0.0767,-0.0000,0.0147,0.0620,197.7045,800.0000,554.3373,650.2537,1.0000,546,639,1,2,,1847,1847,20.2486,left,1
12.5326,0.0200,run,-27.0000,27.0000,-0.0767,-0.0000,0.0105,0.0662,194.9953,800.0000,553.8038,656.2056,1.0000,546,639,1,2,,1847,1847,19.9903,left,1
12.5526,0.0201,run,-26.0000,26.0000,-0.0738,-0.0000,0.0209,0.0529,194.1853,800.0000,564.8625,646.7669,1.0000,546,639,1,2,,1847,1847,20.0765,left,1
12.5727,0.0201,run,-26.0000,26.0000,-0.0738,-0.0000,0.0149,0.0589,192.1187,800.0000,562.2943,653.4682,1.0000,546,639,1,2,,1847,1847,20.1024,left,1
12.5928,0.0200,run,-26.0000,26.0000,-0.0738,-0.0000,0.0106,0.0632,189.3790,800.0000,561.7353,659.5067,1.0000,546,639,1,2,,1847,1847,20.0438,left,1
12.6129,0.0201,run,-26.0000,26.0000,-0.0738,-0.0000,0.0076,0.0663,186.3248,800.0000,562.4285,664.9218,1.0000,546,639,1,2,,1847,1847,20.1166,left,1
12.6359,0.0201,run,-25.0000,25.0000,-0.0710,-0.0000,0.0188,0.0522,185.4213,800.0000,574.2166,654.9408,1.0000,546,639,1,2,,1847,1847,20.1081,left,1
12.6623,0.0293,run,-25.0000,25.0000,-0.0710,-0.0000,0.0119,0.0591,182.1889,800.0000,572.0736,663.5486,1.0000,573,654,1,2,,1847,1847,29.2762,left,1
12.6823,0.0200,run,-25.0000,25.0000,-0.0710,-0.0000,0.0085,0.0625,179.5214,800.0000,572.1169,668.8402,1.0000,573,654,1,2,,1847,1847,20.0120,left,1
12.7024,0.0201,run,-25.0000,25.0000,-0.0710,-0.0000,0.0060,0.0650,176.6702,800.0000,573.0882,673.5713,1.0000,573,654,1,2,,1847,1847,20.0995,left,1
12.7226,0.0202,run,-25.0000,25.0000,-0.0710,-0.0000,0.0043,0.0667,173.8240,800.0000,574.5911,677.7609,1.0000,573,654,1,2,,1847,1847,20.1528,left,1
12.7426,0.0200,run,-24.0000,24.0000,-0.0682,-0.0000,0.0165,0.0517,173.3253,800.0000,586.7186,666.6307,1.0000,573,654,1,2,,1847,1847,20.0132,left,1
12.7627,0.0201,run,-24.0000,24.0000,-0.0682,-0.0000,0.0118,0.0564,171.8111,800.0000,584.5703,671.8074,1.0000,573,654,1,2,,1847,1847,20.1178,left,1
12.7828,0.0201,run,-24.0000,24.0000,-0.0682,-0.0000,0.0084,0.0598,169.7449,800.0000,584.0282,676.4821,1.0000,573,654,1,2,,1847,1847,20.0822,left,1
12.8028,0.0200,run,-24.0000,24.0000,-0.0682,-0.0000,0.0060,0.0622,167.4290,800.0000,584.4856,680.6565,1.0000,573,654,1,2,,1847,1847,20.0441,left,1
12.8229,0.0201,run,-23.0000,23.0000,-0.0653,-0.0000,0.0177,0.0476,167.2527,800.0000,595.8933,669.6012,1.0000,573,654,1,2,,1847,1847,20.1416,left,1
12.8429,0.0200,run,-23.0000,23.0000,-0.0653,-0.0000,0.0126,0.0527,165.9504,800.0000,593.2880,674.8113,1.0000,573,654,1,2,,1847,1847,20.0129,left,1
12.8693,0.0263,run,-23.0000,23.0000,-0.0653,-0.0000,0.0083,0.0570,163.2994,800.0000,592.5744,680.8268,1.0000,593,671,1,2,,1847,1847,26.2921,left,1
12.8893,0.0201,run,-23.0000,23.0000,-0.0653,-0.0000,0.0059,0.0594,161.0252,800.0000,593.0166,684.9330,1.0000,593,671,1,2,,1847,1847,20.0596,left,1
12.9094,0.0201,run,-23.0000,23.0000,-0.0653,-0.0000,0.0042,0.0611,158.6865,800.0000,594.0462,688.5807,1.0000,593,671,1,2,,1847,1847,20.0938,left,1
12.9295,0.0201,run,-22.0000,22.0000,-0.0625,-0.0000,0.0164,0.0461,158.6153,800.0000,605.7517,677.0178,1.0000,593,671,1,2,,1847,1847,20.1036,left,1
12.9496,0.0201,run,-22.0000,22.0000,-0.0625,-0.0000,0.0117,0.0508,157.4799,800.0000,603.2516,681.7887,1.0000,593,671,1,2,,1847,1847,20.0651,left,1
12.9697,0.0201,run,-22.0000,22.0000,-0.0625,-0.0000,0.0084,0.0541,155.7367,800.0000,602.3970,686.1296,1.0000,593,671,1,2,,1847,1847,20.1012,left,1
12.9897,0.0201,run,-22.0000,22.0000,-0.0625,-0.0000,0.0060,0.0565,153.6986,800.0000,602.5844,690.0184,1.0000,593,671,1,2,,1847,1847,20.0697,left,1
13.0099,0.0201,run,-21.0000,21.0000,-0.0596,-0.0000,0.0177,0.0420,153.7682,800.0000,613.7621,678.7014,1.0000,593,671,1,2,,1847,1847,20.0967,left,1
13.0300,0.0201,run,-21.0000,21.0000,-0.0596,-0.0000,0.0126,0.0470,152.6650,800.0000,610.9426,683.7275,1.0000,593,671,1,2,,1847,1847,20.1401,left,1
13.0499,0.0200,run,-21.0000,21.0000,-0.0596,-0.0000,0.0090,0.0506,150.9065,800.0000,609.9193,688.2677,1.0000,593,671,1,2,,1847,1847,19.9933,left,1
13.0705,0.0203,run,-21.0000,21.0000,-0.0596,-0.0000,0.0064,0.0532,148.7776,800.0000,610.0379,692.4070,1.0000,616,684,1,2,,1847,1847,20.3200,left,1
13.0903,0.0200,run,-21.0000,21.0000,-0.0596,-0.0000,0.0046,0.0551,146.5652,800.0000,610.8371,696.0325,1.0000,616,684,1,2,,1847,1847,19.9973,left,1
13.1104,0.0201,run,-20.0000,20.0000,-0.0568,-0.0000,0.0167,0.0401,146.5720,800.0000,622.3932,684.4629,1.0000,616,684,1,2,,1847,1847,20.0609,left,1
13.1304,0.0201,run,-20.0000,20.0000,-0.0568,-0.0000,0.0119,0.0449,145.4863,800.0000,619.7852,689.2423,1.0000,616,684,1,2,,1847,1847,20.0617,left,1
13.1505,0.0201,run,-20.0000,20.0000,-0.0568,-0.0000,0.0085,0.0483,143.7759,800.0000,618.8584,693.5899,1.0000,616,684,1,2,,1847,1847,20.0741,left,1
13.1706,0.0201,run,-20.0000,20.0000,-0.0568,-0.0000,0.0061,0.0507,141.7485,800.0000,619.0004,697.5026,1.0000,616,684,1,2,,1847,1847,20.1286,left,1
13.1908,0.0202,run,-19.0000,19.0000,-0.0540,-0.0000,0.0177,0.0362,141.8230,800.0000,630.1410,686.2129,1.0000,616,684,1,2,,1847,1847,20.1555,left,1
13.2108,0.0201,run,-19.0000,19.0000,-0.0540,-0.0000,0.0126,0.0413,140.7277,800.0000,627.3135,691.2311,1.0000,616,684,1,2,,1847,1847,20.0574,left,1
13.2309,0.0201,run,-19.0000,19.0000,-0.0540,-0.0000,0.0090,0.0449,138.9625,800.0000,626.2795,695.7955,1.0000,616,684,1,2,,1847,1847,20.0528,left,1
13.2533,0.0225,run,-18.0000,18.0000,-0.0511,-0.0000,0.0192,0.0319,138.9114,800.0000,636.3988,685.7784,1.0000,616,684,1,2,,1847,1847,22.4568,left,1
13.2798,0.0264,run,-18.0000,18.0000,-0.0511,-0.0000,0.0126,0.0386,136.9480,800.0000,633.2244,692.8796,1.0000,633,686,1,2,,1847,1847,26.4470,left,1
13.2998,0.0200,run,-18.0000,18.0000,-0.0511,-0.0000,0.0090,0.0422,134.8522,800.0000,632.5407,697.7550,1.0000,633,686,1,2,,1847,1847,20.0433,left,1
13.3200,0.0201,run,-17.0000,17.0000,-0.0483,-0.0000,0.0198,0.0285,134.6707,800.0000,643.2967,687.3619,1.0000,633,686,1,2,,1847,1847,20.1280,left,1
13.3401,0.0201,run,-17.0000,17.0000,-0.0483,-0.0000,0.0141,0.0342,133.2158,800.0000,640.3611,693.2073,1.0000,633,686,1,2,,1847,1847,20.1009,left,1
13.3602,0.0201,run,-17.0000,17.0000,-0.0483,-0.0000,0.0101,0.0382,131.0451,800.0000,639.4023,698.5076,1.0000,633,686,1,2,,1847,1847,20.0829,left,1
13.3802,0.0200,run,-17.0000,17.0000,-0.0483,-0.0000,0.0072,0.0411,128.5302,800.0000,639.6874,703.2521,1.0000,633,686,1,2,,1847,1847,20.0442,left,1
13.4003,0.0201,run,-16.0000,16.0000,-0.0454,-0.0000,0.0185,0.0269,128.1074,800.0000,651.0846,692.7006,1.0000,633,686,1,2,,1847,1847,20.0984,left,1
13.4204,0.0201,run,-16.0000,16.0000,-0.0454,-0.0000,0.0132,0.0322,126.5289,800.0000,648.5523,698.3899,1.0000,633,686,1,2,,1847,1847,20.0946,left,1
13.4404,0.0201,run,-16.0000,16.0000,-0.0454,-0.0000,0.0094,0.0360,124.3120,800.0000,647.8393,703.5366,1.0000,633,686,1,2,,1847,1847,20.0706,left,1
13.4619,0.0214,run,-16.0000,16.0000,-0.0454,-0.0000,0.0066,0.0388,121.6202,800.0000,648.3419,708.4177,1.0000,633,686,1,2,,1847,1847,21.4221,left,1
13.4819,0.0200,run,-15.0000,15.0000,-0.0426,-0.0000,0.0181,0.0245,121.2401,800.0000,659.8462,697.6736,1.0000,652,699,1,2,,1847,1847,19.9979,left,1
13.5017,0.0199,run,-15.0000,15.0000,-0.0426,-0.0000,0.0130,0.0296,119.7449,800.0000,657.3478,703.1624,1.0000,652,699,1,2,,1847,1847,19.8814,left,1
13.5219,0.0201,run,-15.0000,15.0000,-0.0426,-0.0000,0.0093,0.0333,117.5937,800.0000,656.6158,708.1967,1.0000,652,699,1,2,,1847,1847,20.1329,left,1
13.5419,0.0200,run,-14.0000,14.0000,-0.0398,-0.0000,0.0200,0.0197,117.3605,800.0000,667.3790,697.9000,1.0000,652,699,1,2,,1847,1847,20.0355,left,1
13.5621,0.0202,run,-14.0000,14.0000,-0.0398,-0.0000,0.0143,0.0255,115.8313,800.0000,664.4460,703.8914,1.0000,652,699,1,2,,1847,1847,20.2249,left,1
13.5822,0.0201,run,-14.0000,14.0000,-0.0398,-0.0000,0.0102,0.0296,113.5959,800.0000,663.5205,709.2877,1.0000,652,699,1,2,,1847,1847,20.0808,left,1
13.6023,0.0201,run,-14.0000,14.0000,-0.0398,-0.0000,0.0073,0.0325,111.0138,800.0000,663.8473,714.1250,1.0000,652,699,1,2,,1847,1847,20.0816,left,1
13.6224,0.0201,run,-13.0000,13.0000,-0.0369,-0.0000,0.0186,0.0183,110.5307,800.0000,675.2840,703.6546,1.0000,652,699,1,2,,1847,1847,20.1253,left,1
13.6423,0.0200,run,-13.0000,13.0000,-0.0369,-0.0000,0.0133,0.0236,108.9103,800.0000,672.7998,709.3795,1.0000,652,699,1,2,,1847,1847,19.9879,left,1
13.6627,0.0203,run,-13.0000,13.0000,-0.0369,-0.0000,0.0094,0.0275,106.6234,800.0000,672.1265,714.6267,1.0000,652,699,1,2,,1847,1847,20.2557,left,1
