# profile=agv-01 K_RATIO=11.3 KD=0.94 KI=0.0 TAU_D=0.05 AUTO_RPM=1200.0 AUTO_SLOW_RPM=800.0 zeta=0.294 6083h=2000 6084h=3000 sw_ramp=1000.0 DRY_RUN=False
t,dt,state,e_mm,e_used,p,i,d,omega_cmd,speed_red,v_base,n_l,n_r,sat_scale,rpm_l,rpm_r,has_track,n_tracks,guard,sw_l,sw_r,loop_ms,branch,slow
15.5806,0.0201,run,10.0000,-10.0000,0.0284,-0.0000,0.0011,-0.0295,65.3582,800.0000,757.4270,711.8566,1.0000,755,710,1,2,,1847,1847,20.0550,left,1
15.6006,0.0200,run,11.0000,-11.0000,0.0312,-0.0000,0.0142,-0.0454,68.6855,800.0000,766.4461,696.1829,1.0000,755,710,1,2,,1847,1847,20.0224,left,1
15.6208,0.0201,run,11.0000,-11.0000,0.0312,-0.0000,0.0101,-0.0413,70.6179,800.0000,761.3638,697.4004,1.0000,755,710,1,2,,1847,1847,20.1457,left,1
15.6409,0.0201,run,11.0000,-11.0000,0.0312,-0.0000,0.0072,-0.0385,71.6054,800.0000,758.1364,698.6528,1.0000,755,710,1,2,,1847,1847,20.0787,left,1
15.6608,0.0200,run,11.0000,-11.0000,0.0312,-0.0000,0.0051,-0.0364,71.9788,800.0000,756.1682,699.8741,1.0000,755,710,1,2,,1847,1847,20.0193,left,1
15.6813,0.0203,run,11.0000,-11.0000,0.0312,-0.0000,0.0037,-0.0349,71.9589,800.0000,755.0365,701.0456,1.0000,755,710,1,2,,1847,1847,20.3354,left,1
15.7012,0.0200,run,11.0000,-11.0000,0.0312,-0.0000,0.0026,-0.0339,71.7038,800.0000,754.4827,702.1096,1.0000,755,710,1,2,,1847,1847,19.9947,left,1
15.7215,0.0202,run,11.0000,-11.0000,0.0312,-0.0000,0.0019,-0.0331,71.3104,800.0000,754.2943,703.0850,1.0000,755,710,1,2,,1847,1847,20.1948,left,1
15.7415,0.0200,run,11.0000,-11.0000,0.0312,-0.0000,0.0013,-0.0326,70.8541,800.0000,754.3383,703.9535,1.0000,761,704,1,2,,1847,1847,20.0393,left,1
15.7618,0.0203,run,11.0000,-11.0000,0.0312,-0.0000,0.0009,-0.0322,70.3699,800.0000,754.5255,704.7348,1.0000,761,704,1,2,,1847,1847,20.3106,left,1
15.7820,0.0201,run,11.0000,-11.0000,0.0312,-0.0000,0.0007,-0.0319,69.8977,800.0000,754.7880,705.4166,1.0000,761,704,1,2,,1847,1847,20.0847,left,1
15.8023,0.0201,run,11.0000,-11.0000,0.0312,-0.0000,0.0005,-0.0317,69.4476,800.0000,755.0882,706.0165,1.0000,761,704,1,2,,1847,1847,20.1493,left,1
15.8222,0.0201,run,11.0000,-11.0000,0.0312,-0.0000,0.0003,-0.0316,69.0316,800.0000,755.3976,706.5392,1.0000,761,704,1,2,,1847,1847,20.0964,left,1
15.8422,0.0201,run,12.0000,-12.0000,0.0341,-0.0000,0.0137,-0.0477,72.5793,800.0000,764.3484,690.4929,1.0000,761,704,1,2,,1847,1847,20.0617,left,1
15.8622,0.0200,run,12.0000,-12.0000,0.0341,-0.0000,0.0098,-0.0438,74.7239,800.0000,759.1797,691.3726,1.0000,761,704,1,2,,1847,1847,20.0465,left,1
15.8823,0.0201,run,12.0000,-12.0000,0.0341,-0.0000,0.0070,-0.0410,75.9245,800.0000,755.8189,692.3321,1.0000,761,704,1,2,,1847,1847,20.0650,left,1
15.9024,0.0201,run,12.0000,-12.0000,0.0341,-0.0000,0.0050,-0.0390,76.4976,800.0000,753.7043,693.3006,1.0000,761,704,1,2,,1847,1847,20.0669,left,1
15.9226,0.0202,run,12.0000,-12.0000,0.0341,-0.0000,0.0035,-0.0376,76.6626,800.0000,752.4324,694.2424,1.0000,761,704,1,2,,1847,1847,20.2392,left,1
15.9426,0.0200,run,12.0000,-12.0000,0.0341,-0.0000,0.0025,-0.0366,76.5721,800.0000,751.7416,695.1143,1.0000,748,698,1,2,,1847,1847,20.0044,left,1
15.9626,0.0200,run,12.0000,-12.0000,0.0341,-0.0000,0.0018,-0.0359,76.3297,800.0000,751.4255,695.9151,1.0000,748,698,1,2,,1847,1847,20.0222,left,1
15.9829,0.0202,run,12.0000,-12.0000,0.0341,-0.0000,0.0013,-0.0354,76.0007,800.0000,751.3529,696.6457,1.0000,748,698,1,2,,1847,1847,20.2221,left,1
16.0028,0.0200,run,12.0000,-12.0000,0.0341,-0.0000,0.0009,-0.0350,75.6387,800.0000,751.4315,697.2912,1.0000,748,698,1,2,,1847,1847,19.9753,left,1
16.0230,0.0201,run,12.0000,-12.0000,0.0341,-0.0000,0.0007,-0.0347,75.2656,800.0000,751.6008,697.8680,1.0000,748,698,1,2,,1847,1847,20.1443,left,1
16.0430,0.0200,run,12.0000,-12.0000,0.0341,-0.0000,0.0005,-0.0345,74.9048,800.0000,751.8168,698.3735,1.0000,748,698,1,2,,1847,1847,20.0442,left,1
16.0631,0.0201,run,12.0000,-12.0000,0.0341,-0.0000,0.0003,-0.0344,74.5643,800.0000,752.0538,698.8175,1.0000,748,698,1,2,,1847,1847,20.0967,left,1
16.0831,0.0201,run,12.0000,-12.0000,0.0341,-0.0000,0.0002,-0.0343,74.2512,800.0000,752.2932,699.2044,1.0000,748,698,1,2,,1847,1847,20.0702,left,1
16.1032,0.0201,run,12.0000,-12.0000,0.0341,-0.0000,0.0002,-0.0342,73.9674,800.0000,752.5244,699.5409,1.0000,748,698,1,2,,1847,1847,20.0735,left,1
16.1235,0.0202,run,12.0000,-12.0000,0.0341,-0.0000,0.0001,-0.0342,73.7117,800.0000,752.7423,699.8343,1.0000,748,698,1,2,,1847,1847,20.1972,left,1
16.1435,0.0200,run,12.0000,-12.0000,0.0341,-0.0000,0.0001,-0.0342,73.4864,800.0000,752.9409,700.0863,1.0000,754,703,1,2,,1847,1847,20.0444,left,1
16.1636,0.0201,run,12.0000,-12.0000,0.0341,-0.0000,0.0001,-0.0341,73.2872,800.0000,753.1210,700.3046,1.0000,754,703,1,2,,1847,1847,20.1045,left,1
16.1839,0.0203,run,12.0000,-12.0000,0.0341,-0.0000,0.0000,-0.0341,73.1112,800.0000,753.2833,700.4944,1.0000,754,703,1,2,,1847,1847,20.2801,left,1
16.2039,0.0200,run,12.0000,-12.0000,0.0341,-0.0000,0.0000,-0.0341,72.9599,800.0000,753.4250,700.6553,1.0000,754,703,1,2,,1847,1847,19.9561,left,1
16.2240,0.0201,run,12.0000,-12.0000,0.0341,-0.0000,0.0000,-0.0341,72.8270,800.0000,753.5508,700.7951,1.0000,754,703,1,2,,1847,1847,20.1367,left,1
16.2440,0.0200,run,12.0000,-12.0000,0.0341,-0.0000,0.0000,-0.0341,72.7124,800.0000,753.6606,700.9147,1.0000,754,703,1,2,,1847,1847,20.0249,left,1
16.2644,0.0204,run,12.0000,-12.0000,0.0341,-0.0000,0.0000,-0.0341,72.6117,800.0000,753.7577,701.0189,1.0000,754,703,1,2,,1847,1847,20.3597,left,1
16.2842,0.0199,run,12.0000,-12.0000,0.0341,-0.0000,0.0000,-0.0341,72.5265,800.0000,753.8404,701.1066,1.0000,754,703,1,2,,1847,1847,19.8969,left,1
16.3044,0.0201,run,12.0000,-12.0000,0.0341,-0.0000,0.0000,-0.0341,72.4522,800.0000,753.9129,701.1827,1.0000,754,703,1,2,,1847,1847,20.1455,left,1
16.3244,0.0200,run,12.0000,-12.0000,0.0341,-0.0000,0.0000,-0.0341,72.3884,800.0000,753.9754,701.2477,1.0000,754,703,1,2,,1847,1847,20.0209,left,1
16.3446,0.0202,run,13.0000,-13.0000,0.0369,-0.0000,0.0134,-0.0503,76.2714,800.0000,762.6516,684.8057,1.0000,760,703,1,2,,1847,1847,20.1595,left,1
16.3645,0.0200,run,13.0000,-13.0000,0.0369,-0.0000,0.0096,-0.0465,78.6997,800.0000,757.2626,685.3380,1.0000,760,703,1,2,,1847,1847,19.9906,left,1
16.3849,0.0203,run,13.0000,-13.0000,0.0369,-0.0000,0.0068,-0.0437,80.1693,800.0000,753.6573,686.0042,1.0000,760,703,1,2,,1847,1847,20.2664,left,1
16.4049,0.0201,run,13.0000,-13.0000,0.0369,-0.0000,0.0049,-0.0418,80.9697,800.0000,751.3482,686.7124,1.0000,760,703,1,2,,1847,1847,20.0593,left,1
16.4249,0.0201,run,12.0000,-12.0000,0.0341,-0.0000,-0.0099,-0.0241,81.9584,800.0000,736.7071,699.3762,1.0000,760,703,1,2,,1847,1847,20.0511,left,1
16.4450,0.0201,run,13.0000,-13.0000,0.0369,-0.0000,0.0063,-0.0432,82.8351,800.0000,750.6086,683.7211,1.0000,760,703,1,2,,1847,1847,20.0563,left,1
16.4651,0.0201,run,12.0000,-12.0000,0.0341,-0.0000,-0.0089,-0.0252,83.3189,800.0000,736.1556,697.2066,1.0000,760,703,1,2,,1847,1847,20.1065,left,1
16.4851,0.0201,run,12.0000,-12.0000,0.0341,-0.0000,-0.0064,-0.0277,83.1494,800.0000,738.2979,695.4032,1.0000,760,703,1,2,,1847,1847,20.0761,left,1
16.5052,0.0200,run,13.0000,-13.0000,0.0369,-0.0000,0.0089,-0.0458,84.4417,800.0000,750.9892,680.1273,1.0000,760,703,1,2,,1847,1847,20.0385,left,1
16.5254,0.0202,run,13.0000,-13.0000,0.0369,-0.0000,0.0063,-0.0432,84.9688,800.0000,748.4845,681.5779,1.0000,760,703,1,2,,1847,1847,20.1974,left,1
16.5455,0.0201,run,13.0000,-13.0000,0.0369,-0.0000,0.0045,-0.0414,85.0031,800.0000,747.0482,682.9456,1.0000,755,680,1,2,,1847,1847,20.0632,left,1
16.5656,0.0201,run,13.0000,-13.0000,0.0369,-0.0000,0.0032,-0.0401,84.7355,800.0000,746.3132,684.2157,1.0000,755,680,1,2,,1847,1847,20.1201,left,1
16.5858,0.0202,run,13.0000,-13.0000,0.0369,-0.0000,0.0023,-0.0392,84.2930,800.0000,746.0393,685.3747,1.0000,755,680,1,2,,1847,1847,20.1816,left,1
16.6059,0.0200,run,13.0000,-13.0000,0.0369,-0.0000,0.0016,-0.0386,83.7670,800.0000,746.0577,686.4082,1.0000,755,680,1,2,,1847,1847,20.0233,left,1
16.6259,0.0201,run,13.0000,-13.0000,0.0369,-0.0000,0.0012,-0.0381,83.2074,800.0000,746.2540,687.3311,1.0000,755,680,1,2,,1847,1847,20.0927,left,1
16.6459,0.0200,run,13.0000,-13.0000,0.0369,-0.0000,0.0008,-0.0378,82.6526,800.0000,746.5501,688.1447,1.0000,755,680,1,2,,1847,1847,20.0476,left,1
16.6662,0.0201,run,13.0000,-13.0000,0.0369,-0.0000,0.0006,-0.0375,82.1204,800.0000,746.8970,688.8622,1.0000,755,680,1,2,,1847,1847,20.1379,left,1
16.6862,0.0201,run,13.0000,-13.0000,0.0369,-0.0000,0.0004,-0.0373,81.6261,800.0000,747.2593,689.4884,1.0000,755,680,1,2,,1847,1847,20.1092,left,1
16.7062,0.0200,run,13.0000,-13.0000,0.0369,-0.0000,0.0003,-0.0372,81.1762,800.0000,747.6153,690.0322,1.0000,755,680,1,2,,1847,1847,20.0478,left,1
16.7264,0.0201,run,13.0000,-13.0000,0.0369,-0.0000,0.0002,-0.0371,80.7692,800.0000,747.9551,690.5066,1.0000,755,680,1,2,,1847,1847,20.1458,left,1
16.7464,0.0201,run,13.0000,-13.0000,0.0369,-0.0000,0.0002,-0.0371,80.4075,800.0000,748.2689,690.9160,1.0000,751,687,1,2,,1847,1847,20.0728,left,1
16.7665,0.0201,run,13.0000,-13.0000,0.0369,-0.0000,0.0001,-0.0370,80.0874,800.0000,748.5549,691.2703,1.0000,751,687,1,2,,1847,1847,20.0923,left,1
16.7866,0.0201,run,14.0000,-14.0000,0.0398,-0.0000,0.0135,-0.0533,83.7352,800.0000,757.4535,675.0761,1.0000,751,687,1,2,,1847,1847,20.0872,left,1
16.8068,0.0202,run,14.0000,-14.0000,0.0398,-0.0000,0.0096,-0.0494,85.9804,800.0000,752.2091,675.8301,1.0000,751,687,1,2,,1847,1847,20.1681,left,1
16.8269,0.0201,run,14.0000,-14.0000,0.0398,-0.0000,0.0069,-0.0466,87.2660,800.0000,748.7915,676.6765,1.0000,751,687,1,2,,1847,1847,20.1003,left,1
16.8469,0.0200,run,14.0000,-14.0000,0.0398,-0.0000,0.0049,-0.0447,87.9161,800.0000,746.6252,677.5426,1.0000,751,687,1,2,,1847,1847,20.0177,left,1
16.8671,0.0201,run,14.0000,-14.0000,0.0398,-0.0000,0.0035,-0.0433,88.1538,800.0000,745.3010,678.3915,1.0000,751,687,1,2,,1847,1847,20.1163,left,1
16.8872,0.0201,run,15.0000,-15.0000,0.0426,-0.0000,0.0159,-0.0585,92.0593,800.0000,753.1889,662.6924,1.0000,751,687,1,2,,1847,1847,20.1051,left,1
16.9071,0.0200,run,15.0000,-15.0000,0.0426,-0.0000,0.0113,-0.0539,94.3566,800.0000,747.3727,663.9141,1.0000,751,687,1,2,,1847,1847,20.0433,left,1
16.9273,0.0201,run,15.0000,-15.0000,0.0426,-0.0000,0.0081,-0.0507,95.5851,800.0000,743.6262,665.2036,1.0000,751,687,1,2,,1847,1847,20.1101,left,1
16.9475,0.0201,run,15.0000,-15.0000,0.0426,-0.0000,0.0058,-0.0484,96.1055,800.0000,741.3103,666.4788,1.0000,747,660,1,2,,1847,1847,20.1071,left,1
16.9678,0.0204,run,16.0000,-16.0000,0.0454,-0.0000,0.0175,-0.0629,100.1334,800.0000,748.5185,651.2146,1.0000,747,660,1,2,,1847,1847,20.3718,left,1
16.9878,0.0201,run,16.0000,-16.0000,0.0454,-0.0000,0.0125,-0.0579,102.3897,800.0000,742.3943,652.8263,1.0000,747,660,1,2,,1847,1847,20.0694,left,1
17.0078,0.0200,run,17.0000,-17.0000,0.0483,-0.0000,0.0223,-0.0706,107.4291,800.0000,747.1763,637.9656,1.0000,747,660,1,2,,1847,1847,20.0364,left,1
17.0280,0.0202,run,17.0000,-17.0000,0.0483,-0.0000,0.0159,-0.0642,110.3001,800.0000,739.3412,640.0586,1.0000,747,660,1,2,,1847,1847,20.1837,left,1
17.0482,0.0201,run,17.0000,-17.0000,0.0483,-0.0000,0.0113,-0.0596,111.7057,800.0000,734.4076,642.1809,1.0000,747,660,1,2,,1847,1847,20.1161,left,1
17.0684,0.0202,run,17.0000,-17.0000,0.0483,-0.0000,0.0081,-0.0564,112.1642,800.0000,731.4302,644.2414,1.0000,747,660,1,2,,1847,1847,20.1507,left,1
17.0883,0.0200,run,18.0000,-18.0000,0.0511,-0.0000,0.0192,-0.0703,115.9461,800.0000,738.4467,629.6612,1.0000,747,660,1,2,,1847,1847,19.9979,left,1
17.1085,0.0201,run,18.0000,-18.0000,0.0511,-0.0000,0.0137,-0.0648,117.9426,800.0000,732.1876,631.9273,1.0000,747,660,1,2,,1847,1847,20.1268,left,1
17.1286,0.0201,run,19.0000,-19.0000,0.0540,-0.0000,0.0232,-0.0771,122.6881,800.0000,736.9631,617.6607,1.0000,747,660,1,2,,1847,1847,20.1452,left,1
17.1557,0.0272,run,19.0000,-19.0000,0.0540,-0.0000,0.0150,-0.0690,125.5047,800.0000,727.8397,621.1510,1.0000,731,620,1,2,,1847,1847,27.1689,left,1
17.1758,0.0201,run,20.0000,-20.0000,0.0568,-0.0000,0.0241,-0.0809,130.2319,800.0000,732.3604,607.1758,1.0000,731,620,1,2,,1847,1847,20.0730,left,1
17.1960,0.0201,run,20.0000,-20.0000,0.0568,-0.0000,0.0172,-0.0740,132.7042,800.0000,724.5333,610.0583,1.0000,731,620,1,2,,1847,1847,20.1263,left,1
17.2159,0.0200,run,20.0000,-20.0000,0.0568,-0.0000,0.0123,-0.0691,133.6898,800.0000,719.7454,612.8750,1.0000,731,620,1,2,,1847,1847,20.0106,left,1
17.2362,0.0203,run,21.0000,-21.0000,0.0596,-0.0000,0.0221,-0.0818,137.6770,800.0000,725.5654,599.0806,1.0000,731,620,1,2,,1847,1847,20.2531,left,1
17.2623,0.0263,run,21.0000,-21.0000,0.0596,-0.0000,0.0145,-0.0741,139.7361,800.0000,717.6138,602.9140,1.0000,731,620,1,2,,1847,1847,26.2618,left,1
17.2828,0.0204,run,22.0000,-22.0000,0.0625,-0.0000,0.0237,-0.0861,144.0942,800.0000,722.5348,589.2768,1.0000,731,620,1,2,,1847,1847,20.3793,left,1
17.3031,0.0202,run,22.0000,-22.0000,0.0625,-0.0000,0.0169,-0.0793,146.2254,800.0000,715.1415,592.4076,1.0000,731,620,1,2,,1847,1847,20.1780,left,1
17.3231,0.0201,run,22.0000,-22.0000,0.0625,-0.0000,0.0120,-0.0745,146.9376,800.0000,710.6965,595.4282,1.0000,731,620,1,2,,1847,1847,20.0553,left,1
17.3433,0.0201,run,23.0000,-23.0000,0.0653,-0.0000,0.0220,-0.0873,150.6893,800.0000,716.8472,581.7742,1.0000,731,620,1,2,,1847,1847,20.0918,left,1
17.3696,0.0264,run,23.0000,-23.0000,0.0653,-0.0000,0.0144,-0.0797,152.5430,800.0000,709.1122,585.8018,1.0000,711,581,1,2,,1847,1847,26.4195,left,1
17.3897,0.0201,run,23.0000,-23.0000,0.0653,-0.0000,0.0103,-0.0756,152.8071,800.0000,705.6603,588.7255,1.0000,711,581,1,2,,1847,1847,20.0672,left,1
17.4126,0.0230,run,24.0000,-24.0000,0.0682,-0.0000,0.0199,-0.0881,156.4989,800.0000,711.6285,575.3737,1.0000,711,581,1,2,,1847,1847,22.9726,left,1
17.4310,0.0183,run,24.0000,-24.0000,0.0682,-0.0000,0.0146,-0.0827,157.9244,800.0000,706.0710,578.0803,1.0000,711,581,1,2,,1847,1847,18.3256,left,1
17.4511,0.0201,run,25.0000,-25.0000,0.0710,-0.0000,0.0238,-0.0948,162.2348,800.0000,711.1036,564.4269,1.0000,711,581,1,2,,1847,1847,20.0738,left,1
17.4711,0.0201,run,25.0000,-25.0000,0.0710,-0.0000,0.0170,-0.0880,164.3675,800.0000,703.6930,567.5720,1.0000,711,581,1,2,,1847,1847,20.0794,left,1
17.4912,0.0201,run,26.0000,-26.0000,0.0738,-0.0000,0.0255,-0.0994,169.0067,800.0000,707.8661,554.1205,1.0000,711,581,1,2,,1847,1847,20.0579,left,1
17.5112,0.0201,run,26.0000,-26.0000,0.0738,-0.0000,0.0182,-0.0921,171.3109,800.0000,699.9015,557.4767,1.0000,711,581,1,2,,1847,1847,20.0756,left,1
17.5314,0.0201,run,27.0000,-27.0000,0.0767,-0.0000,0.0264,-0.1031,176.0227,800.0000,703.7126,544.2420,1.0000,711,581,1,2,,1847,1847,20.1126,left,1
17.5514,0.0201,run,27.0000,-27.0000,0.0767,-0.0000,0.0188,-0.0955,178.3219,800.0000,695.5617,547.7946,1.0000,711,581,1,2,,1847,1847,20.0786,left,1
17.5775,0.0261,run,28.0000,-28.0000,0.0795,-0.0000,0.0247,-0.1043,183.5252,800.0000,697.1205,535.8290,1.0000,701,545,1,2,,1847,1847,26.0644,left,1
17.5977,0.0201,run,28.0000,-28.0000,0.0795,-0.0000,0.0176,-0.0972,185.3387,800.0000,689.8133,539.5093,1.0000,701,545,1,2,,1847,1847,20.1327,left,1
17.6178,0.0201,run,29.0000,-29.0000,0.0824,-0.0000,0.0260,-0.1083,189.6640,800.0000,694.1399,526.5322,1.0000,701,545,1,2,,1847,1847,20.1167,left,1
17.6379,0.0201,run,29.0000,-29.0000,0.0824,-0.0000,0.0185,-0.1009,191.6589,800.0000,686.3900,530.2923,1.0000,701,545,1,2,,1847,1847,20.0607,left,1
17.6581,0.0202,run,30.0000,-30.0000,0.0852,-0.0000,0.0266,-0.1118,196.0926,800.0000,690.3884,517.4265,1.0000,701,545,1,2,,1847,1847,20.1812,left,1
17.6778,0.0199,run,30.0000,-30.0000,0.0852,-0.0000,0.0190,-0.1042,198.1240,800.0000,682.4926,521.2594,1.0000,701,545,1,2,,1847,1847,19.9263,left,1
17.6981,0.0202,run,31.0000,-31.0000,0.0880,-0.0000,0.0269,-0.1150,202.5733,800.0000,686.3568,508.4966,1.0000,701,545,1,2,,1847,1847,20.2213,left,1
17.7185,0.0204,run,31.0000,-31.0000,0.0880,-0.0000,0.0191,-0.1072,204.5991,800.0000,678.3045,512.4972,1.0000,701,545,1,2,,1847,1847,20.3522,left,1
17.7384,0.0199,run,32.0000,-32.0000,0.0909,-0.0000,0.0272,-0.1180,208.9636,800.0000,682.3345,499.7383,1.0000,701,545,1,2,,1847,1847,19.8637,left,1
17.7585,0.0201,run,32.0000,-32.0000,0.0909,-0.0000,0.0194,-0.1102,210.9645,800.0000,674.3053,503.7657,1.0000,701,545,1,2,,1847,1847,20.1283,left,1
17.7859,0.0273,run,33.0000,-33.0000,0.0937,-0.0000,0.0247,-0.1184,215.8622,800.0000,675.7191,492.5564,1.0000,671,507,1,2,,1847,1847,27.3102,left,1
17.8059,0.0201,run,34.0000,-34.0000,0.0966,-0.0000,0.0310,-0.1276,221.2591,800.0000,677.4207,480.0610,1.0000,671,507,1,2,,1847,1847,20.0904,left,1
17.8260,0.0201,run,34.0000,-34.0000,0.0966,-0.0000,0.0221,-0.1187,223.8465,800.0000,667.9630,484.3440,1.0000,671,507,1,2,,1847,1847,20.0640,left,1
17.8462,0.0202,run,35.0000,-35.0000,0.0994,-0.0000,0.0292,-0.1286,228.5536,800.0000,670.8872,472.0056,1.0000,671,507,1,2,,1847,1847,20.1880,left,1
17.8663,0.0201,run,35.0000,-35.0000,0.0994,-0.0000,0.0208,-0.1202,230.6532,800.0000,662.3233,476.3702,1.0000,671,507,1,2,,1847,1847,20.0862,left,1
17.8865,0.0201,run,36.0000,-36.0000,0.1022,-0.0000,0.0282,-0.1305,235.0227,800.0000,665.8932,464.0614,1.0000,671,507,1,2,,1847,1847,20.1499,left,1
17.9063,0.0200,run,36.0000,-36.0000,0.1022,-0.0000,0.0202,-0.1224,236.9008,800.0000,657.7869,468.4114,1.0000,671,507,1,2,,1847,1847,19.9545,left,1
17.9264,0.0201,run,37.0000,-37.0000,0.1051,-0.0000,0.0278,-0.1329,241.1270,800.0000,661.6570,456.0890,1.0000,671,507,1,2,,1847,1847,20.0931,left,1
17.9464,0.0200,run,37.0000,-37.0000,0.1051,-0.0000,0.0198,-0.1249,242.9222,800.0000,653.7094,460.4463,1.0000,671,507,1,2,,1847,1847,20.0368,left,1
17.9665,0.0201,run,38.0000,-38.0000,0.1079,-0.0000,0.0276,-0.1355,247.0891,800.0000,657.7209,448.1010,1.0000,671,507,1,2,,1847,1847,20.0613,left,1
17.9975,0.0310,run,39.0000,-39.0000,0.1108,-0.0000,0.0286,-0.1394,253.7816,800.0000,654.0359,438.4010,1.0000,656,447,1,2,,1847,1847,31.0017,left,1
18.0177,0.0202,run,39.0000,-39.0000,0.1108,-0.0000,0.0204,-0.1312,255.6195,800.0000,645.8320,442.9289,1.0000,656,447,1,2,,1847,1847,20.1715,left,1
18.0379,0.0201,run,40.0000,-40.0000,0.1136,-0.0000,0.0280,-0.1416,259.7794,800.0000,649.7179,430.7232,1.0000,656,447,1,2,,1847,1847,20.0951,left,1
18.0579,0.0201,run,41.0000,-41.0000,0.1164,-0.0000,0.0334,-0.1498,265.4329,800.0000,650.4472,418.6870,1.0000,656,447,1,2,,1847,1847,20.0577,left,1
18.0780,0.0201,run,41.0000,-41.0000,0.1164,-0.0000,0.0238,-0.1402,268.0955,800.0000,640.3773,423.4317,1.0000,656,447,1,2,,1847,1847,20.1206,left,1
18.0980,0.0200,run,42.0000,-42.0000,0.1193,-0.0000,0.0304,-0.1497,272.7361,800.0000,643.0486,411.4793,1.0000,656,447,1,2,,1847,1847,20.0374,left,1
18.1181,0.0201,run,42.0000,-42.0000,0.1193,-0.0000,0.0217,-0.1410,274.7272,800.0000,634.3088,416.2368,1.0000,656,447,1,2,,1847,1847,20.1168,left,1
18.1383,0.0201,run,43.0000,-43.0000,0.1221,-0.0000,0.0289,-0.1510,278.9413,800.0000,637.8434,404.2740,1.0000,656,447,1,2,,1847,1847,20.1328,left,1
18.1583,0.0200,run,43.0000,-43.0000,0.1221,-0.0000,0.0206,-0.1427,280.6498,800.0000,629.7452,408.9551,1.0000,656,447,1,2,,1847,1847,20.0478,left,1
18.1784,0.0201,run,44.0000,-44.0000,0.1250,-0.0000,0.0281,-0.1531,284.6947,800.0000,633.7024,396.9082,1.0000,656,447,1,2,,1847,1847,20.0916,left,1
18.2052,0.0268,run,45.0000,-45.0000,0.1278,-0.0000,0.0305,-0.1583,290.9114,800.0000,631.5513,386.6258,1.0000,632,397,1,2,,1847,1847,26.8371,left,1
18.2254,0.0201,run,45.0000,-45.0000,0.1278,-0.0000,0.0218,-0.1496,292.8960,800.0000,622.7924,391.4155,1.0000,632,397,1,2,,1847,1847,20.1186,left,1
18.2455,0.0201,run,46.0000,-46.0000,0.1306,-0.0000,0.0289,-0.1596,297.0979,800.0000,626.3255,379.4786,1.0000,632,397,1,2,,1847,1847,20.1199,left,1
18.2655,0.0200,run,47.0000,-47.0000,0.1335,-0.0000,0.0341,-0.1675,302.7181,800.0000,626.8798,367.6840,1.0000,632,397,1,2,,1847,1847,20.0440,left,1
18.2859,0.0202,run,47.0000,-47.0000,0.1335,-0.0000,0.0243,-0.1577,305.3131,800.0000,616.6925,372.6813,1.0000,632,397,1,2,,1847,1847,20.2354,left,1
18.3058,0.0200,run,48.0000,-48.0000,0.1363,-0.0000,0.0308,-0.1671,309.8482,800.0000,619.3885,360.9151,1.0000,632,397,1,2,,1847,1847,19.9782,left,1
18.3259,0.0201,run,48.0000,-48.0000,0.1363,-0.0000,0.0219,-0.1583,311.7371,800.0000,610.6724,365.8534,1.0000,632,397,1,2,,1847,1847,20.1190,left,1
18.3461,0.0201,run,49.0000,-49.0000,0.1392,-0.0000,0.0290,-0.1682,315.8459,800.0000,614.2607,354.0474,1.0000,632,397,1,2,,1847,1847,20.1208,left,1
18.3663,0.0202,run,49.0000,-49.0000,0.1392,-0.0000,0.0207,-0.1598,317.4550,800.0000,606.1804,358.9096,1.0000,632,397,1,2,,1847,1847,20.2276,left,1
18.3864,0.0202,run,50.0000,-50.0000,0.1420,-0.0000,0.0281,-0.1701,321.4039,800.0000,610.1882,347.0040,1.0000,632,397,1,2,,1847,1847,20.1820,left,1
18.4147,0.0283,run,51.0000,-51.0000,0.1448,-0.0000,0.0299,-0.1748,327.5925,800.0000,607.6046,337.2104,1.0000,608,349,1,2,,1847,1847,28.3483,left,1
18.4348,0.0201,run,51.0000,-51.0000,0.1448,-0.0000,0.0214,-0.1662,329.3849,800.0000,599.1733,342.0570,1.0000,608,349,1,2,,1847,1847,20.0871,left,1
18.4549,0.0200,run,52.0000,-52.0000,0.1477,-0.0000,0.0287,-0.1764,333.4446,800.0000,602.9629,330.1480,1.0000,608,349,1,2,,1847,1847,20.0403,left,1
18.4749,0.0201,run,52.0000,-52.0000,0.1477,-0.0000,0.0205,-0.1681,335.0500,800.0000,594.9995,334.9004,1.0000,608,349,1,2,,1847,1847,20.0942,left,1
18.4950,0.0201,run,53.0000,-53.0000,0.1505,-0.0000,0.0280,-0.1785,338.6251,800.0000,599.4661,323.2836,1.0000,608,349,1,2,,1847,1847,20.0708,left,1
18.5151,0.0201,run,53.0000,-53.0000,0.1505,-0.0000,0.0200,-0.1705,340.2399,800.0000,591.6393,327.8810,1.0000,608,349,1,2,,1847,1847,20.1001,left,1
18.5352,0.0201,run,54.0000,-54.0000,0.1534,-0.0000,0.0277,-0.1810,343.0771,800.0000,596.9340,316.9117,1.0000,608,349,1,2,,1847,1847,20.1192,left,1
18.5554,0.0201,run,54.0000,-54.0000,0.1534,-0.0000,0.0197,-0.1731,344.8556,800.0000,589.0217,321.2671,1.0000,608,349,1,2,,1847,1847,20.1053,left,1
