# profile=agv-01 blind run: 1 segment(s) at 1592 r/min reference, 1080000 counts per wheel turn
t,dt,phase,segment,tgt_l_m,tgt_r_m,prog_l_m,prog_r_m,cnt_l,cnt_r,n_l,n_r,rpm_l,rpm_r,x_m,y_m,heading_deg,speed_mps,gyro_z_dps,loop_ms
3.2556,0.0203,settling,1,0.5700,0.5700,0.5701,0.5701,23613786,26619531,0.0000,0.0000,0,0,0.5701,-0.0002,-0.0026,0.0000,0.1221,20.2736
3.2752,0.0199,settling,1,0.5700,0.5700,0.5701,0.5701,23613785,26619527,0.0000,0.0000,0,0,0.5701,-0.0002,-0.0028,0.0000,0.1221,19.9471
3.2955,0.0201,settling,1,0.5700,0.5700,0.5701,0.5701,23613788,26619527,0.0000,0.0000,0,0,0.5701,-0.0002,-0.0030,0.0000,0.1221,20.1088
3.3155,0.0201,settling,1,0.5700,0.5700,0.5701,0.5701,23613785,26619532,0.0000,0.0000,0,0,0.5701,-0.0002,-0.0025,0.0000,0.1221,20.0692
3.3352,0.0201,settling,1,0.5700,0.5700,0.5701,0.5701,23613785,26619532,0.0000,0.0000,0,0,0.5701,-0.0002,-0.0025,0.0000,0.1221,20.0984
3.3554,0.0201,settling,1,0.5700,0.5700,0.5701,0.5701,23613784,26619531,0.0000,0.0000,0,0,0.5701,-0.0002,-0.0025,0.0000,0.1221,20.1180
3.3757,0.0201,settling,1,0.5700,0.5700,0.5701,0.5701,23613785,26619532,0.0000,0.0000,0,0,0.5701,-0.0002,-0.0025,0.0000,0.1221,20.0806
3.3957,0.0201,settling,1,0.5700,0.5700,0.5701,0.5701,23613785,26619532,0.0000,0.0000,0,0,0.5701,-0.0002,-0.0025,0.0000,0.1221,20.0699
3.4157,0.0201,settling,1,0.5700,0.5700,0.5701,0.5701,23613788,26619533,0.0000,0.0000,0,0,0.5701,-0.0002,-0.0026,0.0000,0.1221,20.1123
3.4357,0.0200,settling,1,0.5700,0.5700,0.5701,0.5701,23613784,26619532,0.0000,0.0000,0,0,0.5701,-0.0002,-0.0025,0.0000,0.1221,20.0453
3.4557,0.0201,settling,1,0.5700,0.5700,0.5701,0.5701,23613784,26619531,0.0000,0.0000,0,0,0.5701,-0.0002,-0.0025,0.0000,0.1221,20.0895
3.4763,0.0201,settling,1,0.5700,0.5700,0.5701,0.5701,23613784,26619532,0.0000,0.0000,0,0,0.5701,-0.0002,-0.0025,0.0000,0.1221,20.1131
3.4959,0.0201,settling,1,0.5700,0.5700,0.5701,0.5701,23613784,26619532,0.0000,0.0000,0,0,0.5701,-0.0002,-0.0025,0.0000,0.1221,20.0819
3.5168,0.0201,done,1,0.5700,0.5700,0.5701,0.5701,23613785,26619532,0.0000,0.0000,0,0,0.5701,-0.0002,-0.0025,0.0000,0.1221,20.1323
